,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,,,Portfolio Company,,Industry,,Interest,,Maturity,,Par Amount,,,Cost,,,Fair Value,,,,
1,,,Investments at Fair Value– 175.50 #,,,,,,,,,,,,,,,,,,
2,,,Corporate Debt(1)– 160.95,,,,,,,,,,,,,,,,,,
3,,,1st Lien/Senior Secured Debt– 63.30,,,,,,,,,,,,,,,,,,
4,,,"Artesyn Embedded Technologies, Inc.(2)",,"Electronic Equipment, Instruments & Components",,9.75,,10/15/2020,,,"$20,000",,,,20000,,,,18325,
5,,,"Data Driven Delivery Systems, LLC(++)",,Health Care Technology,,L + 7.00(1.00Floor),,05/30/2019,,,69619,,,,67609,,,,69619,
6,,,Dispensing Dynamics International(2),,Building Products,,12.50,,01/01/2018,,,24000,,,,24359,,,,23520,
7,,,"Elemica, Inc.(+)",,Software,,L + 8.00(1.00Floor),,07/07/2021,,,42288,,,,41308,,,,41336,
8,,,"Elemica, Inc.(3) (4)",,Software,,L + 8.00(1.00Floor),,07/07/2021,,,6000,,,,(139,,,,(135,
9,,,Heligear Acquisition Co.(2),,Aerospace & Defense,,10.25,,10/15/2019,,,17500,,,,17289,,,,17894,
10,,,Infinity Sales Group(+),,Media,,L + 10.50(1.00Floor),,11/21/2018,,,30803,,,,30518,,,,28724,
11,,,"Iracore International Holdings, Inc.(2) (5) (6)",,Energy Equipment & Services,,9.50,,06/01/2018,,,24250,,,,21321,,,,6911,
12,,,Kawa Solar Holdings Limited^(7),,Construction & Engineering,,F + 8.20and 3.50PIK,,07/02/2018,,,12767,,,,12727,,,,12767,
13,,,Kawa Solar Holdings Limited^(++) (7),,Construction & Engineering,,L + 8.20,,07/02/2018,,,2400,,,,2392,,,,2400,
14,,,Legacy Buyer Corp.(++),,Health Care Providers & Services,,L + 8.00(1.00Floor),,10/24/2019,,,27470,,,,27120,,,,26508,
15,,,Legacy Buyer Corp.(++) (3),,Health Care Providers & Services,,L + 8.00(1.00Floor),,10/24/2019,,,2500,,,,1668,,,,1612,
16,,,Madison-Kipp Corporation(+),,Machinery,,L + 9.00(1.00Floor),,05/26/2020,,,36696,,,,36153,,,,36420,
17,,,"Perfect Commerce, LLC(++)",,Internet Software & Services,,L + 8.50(1.00Floor),,06/30/2020,,,37418,,,,36740,,,,37605,
18,,,"The Merit Distribution Group, LLC(++)",,Distributors,,L + 11.25(0.50Floor),,04/08/2021,,,30000,,,,29329,,,,29775,
19,,,"US Med Acquisition, Inc.(+)",,Health Care Equipment & Supplies,,L + 9.00(1.00Floor),,08/13/2021,,,30574,,,,30069,,,,30574,
