,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Portfolio Company,,Industry,,InterestRate(+),,Reference Rateand Spread(+),,Maturity,,ParAmount(++),,,Cost,,,FairValue,,,,
1,Investments at Fair Value– 193.75#,,,,,,,,,,,,,,,,,,,,
2,Corporate Debt(1)– 173.98,,,,,,,,,,,,,,,,,,,,
3,1st Lien/Senior Secured Debt–102.78,,,,,,,,,,,,,,,,,,,,
4,"Accuity Delivery Systems, LLC^ (2) (3)",,Health Care Providers & Services,,9.78,,L + 7.00 ; 1.00Floor,,06/13/2023,,,10170,,,,9892,,,,9890,
5,"Apptio, Inc.(2) (4)",,IT Services,,,,L + 7.25 ; 1.00Floor,,1/10/2025,,,26696,,,,0,,,,0,
6,"Apptio, Inc.(2) (4)",,IT Services,,,,L + 7.25 ; 1.00Floor,,1/10/2025,,,2225,,,,0,,,,0,
7,"Artesyn Embedded Technologies, Inc.(5)",,"Electronic Equipment, Instruments & Components",,9.75,,,,10/15/2020,,,20000,,,,20000,,,,18400,
8,"Associations, Inc.(2) (3)",,Real Estate Management & Development,,9.40,,L + 7.00(incl. 3.00PIK); 1.00Floor,,07/30/2024,,,11788,,,,11650,,,,11671,
9,"Associations, Inc.(2) (3) (4)",,Real Estate Management & Development,,9.40,,L + 7.00(incl. 3.00PIK); 1.00Floor,,07/30/2024,,,2938,,,,1012,,,,1017,
10,"Associations, Inc.(2) (3) (4) (6)",,Real Estate Management & Development,,,,L + 4.00 ; 1.00Floor,,07/30/2024,,,587,,,,(7,,,,(6,
11,"Avenue Stores, LLC(3)",,Specialty Retail,,10.62,,L + 8.00 ; 1.00Floor,,09/18/2020,,,30300,,,,29874,,,,29467,
12,"Businessolver.com, Inc.(2) (3)",,Health Care Technology,,10.12,,L + 7.50 ; 1.00Floor,,05/15/2023,,,12549,,,,12323,,,,12298,
13,"Businessolver.com, Inc.(2) (3) (4)",,Health Care Technology,,12.00,,P + 6.50 ; 2.00Floor,,05/15/2023,,,1569,,,,600,,,,596,
14,"Businessolver.com, Inc.(2) (3) (4)",,Health Care Technology,,10.12,,L + 7.50 ; 1.00Floor,,05/15/2023,,,1882,,,,450,,,,433,
15,"Collaborative Imaging, LLC^^^ (2) (3)",,Health Care Providers & Services,,9.03,,L + 6.50 ; 1.00Floor,,03/28/2025,,,8900,,,,8777,,,,8722,
16,Continuum Managed Services LLC(2) (3),,IT Services,,8.53,,L + 6.00 ; 1.00Floor,,06/08/2023,,,21335,,,,20870,,,,20908,
17,Continuum Managed Services LLC(2) (3),,IT Services,,8.53,,L + 6.00 ; 1.00Floor,,06/08/2023,,,6140,,,,6017,,,,6017,
18,Continuum Managed Services LLC(2) (3),,IT Services,,8.53,,L + 6.00 ; 1.00Floor,,06/08/2023,,,1800,,,,1763,,,,1764,
19,Continuum Managed Services LLC(2) (3) (4)(6),,IT Services,,,,L + 6.00 ; 1.00Floor,,06/08/2022,,,2220,,,,(42,,,,(44,
20,"Dade Paper & Bag, LLC(2) (3)",,Distributors,,10.02,,L + 7.50 ; 1.00Floor,,06/10/2024,,,10934,,,,10752,,,,10769,
