,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Portfolio Company,,Industry,,Interest,,Maturity,,,Par Amount,,,Cost,,,Fair Value,,,,,
1,Investments at Fair Value – 161.21# *,,,,,,,,,,,,,,,,,,,,
2,Corporate Debt(1)– 143.99,,,,,,,,,,,,,,,,,,,,
3,1st Lien/Senior Secured Debt – 48.65,,,,,,,,,,,,,,,,,,,,
4,"Artesyn Embedded Technologies, Inc.(2)",,"Electronic Equipment, Instruments & Components",,9.75,,,10/15/2020,,,,20000,,,,20000,,,,20100,
5,Continuum Managed Services LLC(+) (3),,IT Services,,L + 8.75(1.00Floor),,,06/08/2023,,,,21606,,,,21034,,,,21012,
6,Continuum Managed Services LLC(3) (4) (5),,IT Services,,L + 8.75(1.00Floor),,,06/08/2023,,,,1800,,,,(46,,,,(49,
7,Continuum Managed Services LLC(3) (4) (5),,IT Services,,L + 8.75(1.00Floor),,,06/08/2022,,,,2220,,,,(57,,,,(61,
8,"Dade Paper & Bag, LLC(+) (3) (6)",,Distributors,,L + 7.50(1.00Floor),,,06/10/2024,,,,11072,,,,10858,,,,10851,
9,"Elemica, Inc.(+) (6)",,Software,,L + 8.00(1.00Floor),,,07/07/2021,,,,41969,,,,41120,,,,41234,
10,"Elemica, Inc.(4) (5) (6)",,Software,,L + 8.00(1.00Floor),,,07/07/2021,,,,6000,,,,(119,,,,(105,
11,Heligear Acquisition Co.(2) (6),,Aerospace & Defense,,10.25,,,10/15/2019,,,,17500,,,,17352,,,,17762,
12,Infinity Sales Group(+++) (6),,Media,,L + 10.50(1.00Floor),,,11/21/2018,,,,29273,,,,29096,,,,27809,
13,"Iracore International Holdings, Inc.^ (+) (6)",,Energy Equipment & Services,,L + 9.00(1.00Floor),,,04/12/2021,,,,3389,,,,3389,,,,3389,
14,Kawa Solar Holdings Limited^ (+++) (6) (7) (12),,Construction & Engineering,,L + 8.00PIK,,,07/02/2018,,,,10483,,,,10372,,,,9671,
15,Kawa Solar Holdings Limited^ (6) (7) (8) (12),,Construction & Engineering,,,,,07/02/2018,,,,3643,,,,1126,,,,0,
16,Legacy Buyer Corp.(+++) (6),,Health Care Providers & Services,,L + 8.00(1.00Floor),,,10/24/2019,,,,24689,,,,24445,,,,24195,
17,Legacy Buyer Corp.(4) (5) (6),,Health Care Providers & Services,,L + 8.00(1.00Floor),,,10/24/2019,,,,2500,,,,(25,,,,(50,
18,Madison-Kipp Corporation(+) (6),,Machinery,,L + 9.00(1.00Floor),,,05/26/2020,,,,33540,,,,33135,,,,33372,
