,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
0,Investments,Investments,,,,,,,,
1,Non-controlled/non-affiliate company investments,Non-controlled/non-affiliate company investments,,,,,,,,
2,Debt investments,Debt investments,,,,,,,,
3,Aerospace and Defense,Aerospace and Defense,,,,,,,,
4,Aerospace and Defense,"PPW Aero Buyer, Inc.+",One stop,SF +7.0(i)(j),12.35,02/2029,24763,24127,1.0,24763,
5,Aerospace and Defense,"PPW Aero Buyer, Inc.+",One stop,SF +7.0(j),12.35,02/2029,3,2,-,3,
6,Airlines,Airlines,,,,,,,,
7,Airlines,Accelya Lux Finco S.A.R.L.+(8)(13)(23),One stop,SF +7.0(j),8.45cash/4.00PIK,12/2026,977,968,-,928
8,Auto Components,Auto Components,One stop,,,,,,,
9,Auto Components,"COP CollisionRight Holdings, Inc.#+One stop",One stop,SF +5.0(j),10.50,04/2028,9779,9657,0.4,9779
10,Auto Components,"COP CollisionRight Holdings, Inc.+One stop",One stop,SF +5.0(j),10.50,04/2028,51,51,-,51
11,Auto Components,"Covercraft Parent III, Inc.+Senior secured",One stop,SF +4.5(k),10.10,08/2027,4828,4799,0.2,4635
12,Auto Components,"Covercraft Parent III, Inc.+Senior secured",One stop,SF +4.5(j),10.00,08/2027,977,966,0.1,938
13,Auto Components,"Covercraft Parent III, Inc.+Senior secured",One stop,SF +4.5(j),10.03,08/2027,13,12,-,9
14,Auto Components,"North Haven Falcon Buyer, LLC+(23)",One stop,SF +8.0(j),9.77cash/3.75PIK,05/2027,6287,6193,0.2,5407
15,Auto Components,"North Haven Falcon Buyer, LLC+(23)",One stop,SF +8.0(j),9.78cash/3.75PIK,05/2027,1053,1043,-,905
16,Auto Components,Polk Acquisition Corp.*#+(23),Senior secured,SF +7.5(i),10.71cash/2.25PIK,12/2024,18420,18177,0.7,18052
17,Auto Components,Polk Acquisition Corp.+(23),Senior secured,SF +7.5(i),10.71cash/2.25PIK,12/2024,109,108,-,107
18,Auto Components,Polk Acquisition Corp.+(23),Senior secured,SF +7.5(i),10.71cash/2.25PIK,12/2024,63,61,-,60
19,Automobiles,Automobiles,Senior secured,,,,,,,
20,Automobiles,"CG Group Holdings, LLC*#+(23)",One stop,SF +8.75(j),12.10cash/2.00PIK,07/2027,31845,31414,1.2,31210
21,Automobiles,"CG Group Holdings, LLC+(23)",One stop,SF +8.75(i),12.11cash/2.00PIK,07/2026,347,342,-,342
22,Automobiles,"Denali Midco 2, LLC*#+One stop",One stop,SF +6.25(i),11.71,12/2027,42325,42042,1.7,42325
23,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.5(i),11.96,12/2027,966,944,-,968
24,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,652,647,-,652
25,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.5(i),11.96,12/2027,260,254,-,261
26,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.5(i),11.96,12/2027,220,215,-,221
27,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,195,194,-,195
28,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.5(i),11.96,12/2027,129,126,-,129
29,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,119,118,-,119
30,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,113,112,-,113
31,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,98,98,-,98
32,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,81,80,-,81
33,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,79,78,-,79
34,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,79,78,-,79
35,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.25(i),11.71,12/2027,65,64,-,65
36,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +6.5(i),11.96,12/2027,65,63,-,65
37,Automobiles,"Denali Midco 2, LLC+(5)",One stop,SF +6.25,N/A(6),12/2027,-,(3),-,-
38,Automobiles,"Denali Midco 2, LLC+(5)",One stop,SF +6.5,N/A(6),12/2027,-,(7),-,-
39,Automobiles,"Denali Midco 2, LLC+One stop",One stop,SF +5.75(i),11.21,12/2027,7,2,-,2
40,Automobiles,"High Bar Brands Operating, LLC+Senior secured",One stop,SF +5.25(k),10.47,12/2029,273,268,-,268
41,Automobiles,"High Bar Brands Operating, LLC+Senior secured",One stop,SF +5.25(k),10.47,12/2029,57,56,-,56
42,Automobiles,"High Bar Brands Operating, LLC+Senior secured",One stop,SF +5.25(k),10.47,12/2029,3,2,-,2
43,Automobiles,"High Bar Brands Operating, LLC+(5)",Senior secured,SF +5.25,N/A(6),12/2029,-,(1),-,(1)
44,Automobiles,JHCC Holdings LLC+One stop,Senior secured,SF +5.25(j),10.75,09/2026,15119,14934,0.6,14854
45,Automobiles,JHCC Holdings LLC+One stop,Senior secured,SF +5.25(j),10.75,09/2026,3301,3265,0.1,3243
46,Automobiles,JHCC Holdings LLC+One stop,Senior secured,SF +6.75(j),12.25,09/2026,1106,1085,-,1109
47,Automobiles,JHCC Holdings LLC+One stop,Senior secured,SF +5.25(j),10.75,09/2026,489,484,-,481
48,Automobiles,JHCC Holdings LLC+One stop,Senior secured,SF +5.25(j),10.75,09/2026,291,288,-,286
49,Automobiles,JHCC Holdings LLC+(5),One stop,SF +5.25,N/A(6),09/2026,-,(1),-,(2)
50,Automobiles,JHCC Holdings LLC+One stop,One stop,SF +5.75(j),11.10,09/2026,100,99,-,99
51,Automobiles,JHCC Holdings LLC+(5),One stop,SF +5.75,N/A(6),09/2026,-,(4),-,(4)
52,Automobiles,"MOP GM Holding, LLC*#+One stop",One stop,SF +5.75(k),11.18,11/2026,23672,23526,0.9,22962
53,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.28,11/2026,2596,2582,0.1,2518
54,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.29,11/2026,2566,2541,0.1,2489
55,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.28,11/2026,2545,2530,0.1,2469
56,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(k),11.18,11/2026,1886,1875,0.1,1830
57,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.28,11/2026,1551,1543,0.1,1505
58,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.28,11/2026,1430,1413,0.1,1387
59,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(k),11.18,11/2026,520,518,-,505
60,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(k),11.18,11/2026,354,352,-,343
61,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j)(k),11.20,11/2026,186,185,-,180
62,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.28,11/2026,177,176,-,172
63,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(k),11.18,11/2026,146,145,-,141
64,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(k),11.18,11/2026,59,59,-,57
65,Automobiles,"MOP GM Holding, LLC+One stop",One stop,SF +5.75(j),11.28,11/2026,59,59,-,57
66,Automobiles,"MOP GM Holding, LLC+(5)",One stop,SF +5.75,N/A(6),11/2026,-,(15),-,-
67,Automobiles,"National Express Wash Parent Holdco, LLC+One stop",One stop,SF +5.5(j)(k),10.86,07/2029,5340,5298,0.2,5180
68,Automobiles,"National Express Wash Parent Holdco, LLC+(5)",One stop,SF +5.5,N/A(6),07/2029,-,(2),-,(6)
69,Automobiles,"National Express Wash Parent Holdco, LLC+(5)",One stop,SF +6.0,N/A(6),07/2029,-,(5),-,(5)
70,Automobiles,"POY Holdings, LLC#+One stop",One stop,SF +5.5(j),11.00,11/2027,9533,9408,0.4,9437
71,Automobiles,"POY Holdings, LLC+One stop",One stop,SF +5.5(j),11.00,11/2027,86,85,-,85
72,Automobiles,"POY Holdings, LLC+One stop",One stop,SF +5.5(j),11.02,11/2027,69,66,-,66
73,Automobiles,"POY Holdings, LLC+One stop",One stop,SF +5.5(j),11.00,11/2027,332,325,-,329
74,Automobiles,"POY Holdings, LLC+(5)",One stop,SF +5.5,N/A(6),11/2027,-,(1),-,(1)
75,Automobiles,"Quick Quack Car Wash Holdings, LLC*#",One stop,SF +6.5(j),12.03,10/2026,12649,12519,0.5,12522
76,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,9650,9552,0.4,9554
77,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,3285,3241,0.1,3252
78,Automobiles,"Quick Quack Car Wash Holdings, LLC#+One stop",One stop,SF +6.5(j),12.03,10/2026,2283,2260,0.1,2260
79,Automobiles,"Quick Quack Car Wash Holdings, LLC*+One stop",One stop,SF +6.5(j),12.03,10/2026,1994,1982,0.1,1974
80,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,1496,1483,0.1,1481
81,Automobiles,"Quick Quack Car Wash Holdings, LLC*+One stop",One stop,SF +6.5(j),12.03,10/2026,1333,1325,0.1,1319
82,Automobiles,"Quick Quack Car Wash Holdings, LLC*+One stop",One stop,SF +6.5(j),12.03,10/2026,1085,1075,0.1,1075
83,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,341,336,-,337
84,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,103,100,-,102
85,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,94,91,-,93
86,Automobiles,"Quick Quack Car Wash Holdings, LLC+One stop",One stop,SF +6.5(j),12.03,10/2026,94,93,-,93
