,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
0,Investments,Investments,,,,,,,,
1,Non-controlled/non-affiliate company investments,Non-controlled/non-affiliate company investments,,,,,,,,
2,Debt investments,Debt investments,,,,,,,,
3,Aerospace and Defense,Aerospace and Defense,,,,,,,,
4,Aerospace and Defense,"ILC Dover, LP  *^#",One stop,L + 9.00,8.00 cash/2.00 PIK,03/2020,17673.0,17557.0,1.8,16259.0
5,Aerospace and Defense,"ILC Dover, LP",One stop,L + 9.00,8.00 cash/2.00 PIK,03/2019,793.0,786.0,0.1,730.0
6,Aerospace and Defense,NTS Technical Systems  *^#,One stop,L + 6.25,7.25,06/2021,25549.0,25178.0,2.8,25293.0
7,Aerospace and Defense,NTS Technical Systems  (4),One stop,L + 6.25,N/A  (5),06/2021,0.0,,0.0,
8,Aerospace and Defense,NTS Technical Systems  (4),One stop,L + 6.25,N/A  (5),06/2021,0.0,,0.0,
9,Aerospace and Defense,"Tresys Technology Holdings, Inc.  (6)",One stop,L + 6.75,8.00,12/2017,3899.0,3845.0,0.1,1170.0
10,Aerospace and Defense,"Tresys Technology Holdings, Inc.",One stop,L + 6.75,8.00,12/2017,659.0,658.0,0.1,659.0
11,Aerospace and Defense,"Tresys Technology Holdings, Inc.",One stop,P + 5.50,9.50,12/2017,81.0,81.0,0.0,81.0
12,Aerospace and Defense,"Tronair Parent, Inc.  #",Senior loan,L + 4.75,5.86,09/2023,192.0,190.0,0.0,191.0
13,Aerospace and Defense,"Tronair Parent, Inc.",Senior loan,P + 3.50,7.50,09/2021,16.0,15.0,0.0,16.0
14,Aerospace and Defense,Whitcraft LLC  *^,One stop,L + 6.50,7.50,05/2020,13435.0,13350.0,1.5,13435.0
15,Aerospace and Defense,Whitcraft LLC  (4),One stop,L + 6.50,N/A  (5),05/2020,0.0,,0.0,0.0
16,Automobile,Automobile,One stop,,,,,,,
17,Automobile,Dent Wizard International Corporation  *,Senior loan,L + 4.75,5.75,04/2020,4545.0,4516.0,0.5,4500.0
18,Automobile,OEConnection LLC  *,Senior loan,L + 5.00,6.15,06/2022,4858.0,4749.0,0.5,4858.0
19,Automobile,OEConnection LLC  (4),Senior loan,L + 5.00,N/A  (5),06/2021,0.0,,0.0,0.0
20,Automobile,T5 Merger Corporation  ^#,One stop,L + 6.25,7.25,03/2022,4403.0,4327.0,0.5,4359.0
21,Automobile,T5 Merger Corporation,One stop,L + 6.25,7.25,03/2022,60.0,58.0,0.0,59.0
22,Automobile,T5 Merger Corporation  (4),One stop,L + 6.25,N/A  (5),03/2022,0.0,,0.0,
23,Banking,Banking,One stop,,,,,,,
24,Banking,HedgeServ Holding L.P.  *#,One stop,L + 8.00,7.01 cash/2.00 PIK,02/2019,17621.0,17560.0,1.8,16739.0
25,Banking,HedgeServ Holding L.P.  (4),One stop,L + 8.00,N/A  (5),02/2019,0.0,,0.0,
26,"Beverage, Food and Tobacco","Beverage, Food and Tobacco",One stop,,,,,,,
27,"Beverage, Food and Tobacco","Abita Brewing Co., L.L.C.",One stop,L + 7.25,7.00 cash/1.25 PIK,04/2021,7969.0,7843.0,0.8,7172.0
28,"Beverage, Food and Tobacco","Abita Brewing Co., L.L.C.  (4)",One stop,L + 7.25,N/A  (5),04/2021,0.0,,0.0,
29,"Beverage, Food and Tobacco",ABP Corporation  *,Senior loan,L + 4.75,6.00,09/2018,4672.0,4649.0,0.5,4511.0
30,"Beverage, Food and Tobacco",ABP Corporation,Senior loan,P + 3.50,7.50,09/2018,292.0,290.0,0.0,275.0
31,"Beverage, Food and Tobacco","Atkins Nutritionals, Inc.  *^",One stop,L + 8.50,9.75,04/2019,21636.0,21499.0,2.4,21636.0
32,"Beverage, Food and Tobacco","Atkins Nutritionals, Inc.  *^#",One stop,L + 5.00,6.25,01/2019,13262.0,13172.0,1.5,13262.0
33,"Beverage, Food and Tobacco","Benihana, Inc.  *^",One stop,L + 7.00,8.25,01/2019,16140.0,15923.0,1.8,15992.0
34,"Beverage, Food and Tobacco","Benihana, Inc.",One stop,L + 7.00,8.58,07/2018,695.0,670.0,0.1,675.0
35,"Beverage, Food and Tobacco","C. J. Foods, Inc.  *^",One stop,L + 6.25,7.40,05/2019,5231.0,5178.0,0.6,5178.0
36,"Beverage, Food and Tobacco","C. J. Foods, Inc.",One stop,L + 6.25,7.40,05/2019,659.0,653.0,0.1,653.0
37,"Beverage, Food and Tobacco","C. J. Foods, Inc.",One stop,L + 6.25,7.25,05/2019,194.0,188.0,0.0,187.0
38,"Beverage, Food and Tobacco","Firebirds International, LLC  *",One stop,L + 5.75,7.00,05/2018,1068.0,1064.0,0.1,1068.0
39,"Beverage, Food and Tobacco","Firebirds International, LLC  *",One stop,L + 5.75,7.00,05/2018,300.0,299.0,0.0,300.0
40,"Beverage, Food and Tobacco","Firebirds International, LLC",One stop,L + 5.75,7.00,05/2018,96.0,96.0,0.0,96.0
41,"Beverage, Food and Tobacco","Firebirds International, LLC  (4)",One stop,L + 5.75,N/A  (5),05/2018,0.0,,0.0,0.0
42,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.  *^",One stop,L + 6.00,7.31,12/2020,15177.0,15060.0,1.7,15177.0
43,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.  *",One stop,L + 6.00,7.15,12/2020,1252.0,1243.0,0.1,1252.0
44,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.  *",One stop,L + 6.00,7.15,12/2020,1249.0,1240.0,0.1,1249.0
45,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.",One stop,L + 6.00,7.03,12/2020,1078.0,1071.0,0.1,1078.0
46,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.",One stop,P + 5.00,9.00,12/2020,288.0,285.0,0.0,288.0
47,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC",One stop,L + 8.00,9.00,08/2020,656.0,647.0,0.1,656.0
48,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC",One stop,L + 8.00,N/A  (5),08/2020,0.0,0.0,0.0,0.0
49,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC  (4)",One stop,L + 8.00,N/A  (5),08/2020,0.0,,0.0,0.0
50,"Beverage, Food and Tobacco - (continued)","Beverage, Food and Tobacco - (continued)",One stop,,,,,,,
51,"Beverage, Food and Tobacco - (continued)",IT'SUGAR LLC,Subordinated debt,No Value,5.00,04/2020,1707.0,1707.0,0.2,1726.0
52,"Beverage, Food and Tobacco - (continued)",Julio & Sons Company,One stop,L + 5.50,N/A  (5),12/2018,0.0,0.0,0.0,0.0
53,"Beverage, Food and Tobacco - (continued)","Mid-America Pet Food, L.L.C.  ^",One stop,L + 6.25,7.40,12/2021,5669.0,5588.0,0.6,5669.0
54,"Beverage, Food and Tobacco - (continued)","Mid-America Pet Food, L.L.C  .(4)",One stop,L + 6.25,N/A  (5),12/2021,0.0,,0.0,0.0
55,"Beverage, Food and Tobacco - (continued)","P&P Food Safety US Acquisition, Inc.  *",One stop,L + 6.50,7.64,11/2021,4147.0,4099.0,0.5,4147.0
56,"Beverage, Food and Tobacco - (continued)","P&P Food Safety US Acquisition, Inc.",One stop,L + 6.50,N/A  (5),11/2021,0.0,0.0,0.0,0.0
57,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 6.25,7.25,05/2021,8604.0,8428.0,0.9,8604.0
58,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,No Value,7.00 PIK,05/2026,101.0,101.0,0.0,108.0
59,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 6.25,7.25,05/2021,60.0,59.0,0.0,60.0
60,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 6.25,7.25,05/2021,10.0,10.0,0.0,10.0
61,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  (4)",One stop,L + 6.25,N/A  (5),05/2021,0.0,,0.0,0.0
62,"Beverage, Food and Tobacco - (continued)","Restaurant Holding Company, LLC  #",Senior loan,L + 7.75,8.75,02/2019,4580.0,4561.0,0.5,4489.0
63,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.  *^",Senior loan,L + 4.75,6.00,11/2018,8873.0,8843.0,1.0,8873.0
64,"Beverage, Food and Tobacco - (continued)",Smashburger Finance LLC,Senior loan,L + 5.50,6.75,05/2018,83.0,82.0,0.0,81.0
65,"Beverage, Food and Tobacco - (continued)",Smashburger Finance LLC  (4),Senior loan,L + 5.50,N/A  (5),05/2018,0.0,,0.0,0.0
66,"Beverage, Food and Tobacco - (continued)",Surfside Coffee Company LLC  #,One stop,L + 5.25,6.25,06/2020,4447.0,4418.0,0.5,4447.0
67,"Beverage, Food and Tobacco - (continued)",Surfside Coffee Company LLC,One stop,L + 5.25,6.25,06/2020,336.0,330.0,0.0,336.0
68,"Beverage, Food and Tobacco - (continued)",Surfside Coffee Company LLC,One stop,L + 5.25,6.25,06/2020,26.0,25.0,0.0,26.0
69,"Beverage, Food and Tobacco - (continued)","Tate's Bake Shop, Inc.  #",Senior loan,L + 5.00,6.15,08/2019,594.0,590.0,0.1,594.0
70,"Beverage, Food and Tobacco - (continued)",Uinta Brewing Company  ^,One stop,L + 8.50,9.50,08/2019,3734.0,3717.0,0.4,3586.0
71,"Beverage, Food and Tobacco - (continued)",Uinta Brewing Company,One stop,L + 8.50,9.50,08/2019,539.0,534.0,0.1,510.0
72,Broadcasting and Entertainment,Broadcasting and Entertainment,One stop,,,,,,,
73,Broadcasting and Entertainment,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,L + 4.75,5.90,05/2021,1470.0,1464.0,0.2,1475.0
74,Building and Real Estate,Building and Real Estate,Senior loan,,,,,,,
75,Building and Real Estate,"Brooks Equipment Company, LLC  *^",One stop,L + 5.00,6.03,08/2020,22720.0,22527.0,2.5,22548.0
76,Building and Real Estate,"Brooks Equipment Company, LLC  *",One stop,L + 5.00,6.05,08/2020,5729.0,5688.0,0.6,5686.0
77,Building and Real Estate,"Brooks Equipment Company, LLC",One stop,L + 5.00,6.00,08/2020,178.0,167.0,0.0,158.0
