,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Aerospace and Defense,"ILC Dover, LP",Senior loan,L + 4.75(c),7.14,12/2023,9928,,,9841,,,1.0,,,9928
1,Aerospace and Defense,NTS Technical Systems*^,One stop,L + 6.25(a),8.36,06/2021,21718.0,21508,,,2.2,,,21718,,
2,Aerospace and Defense,NTS Technical Systems  (5),One stop,L + 6.25,N/A  (6),06/2021,0.0,(53,,,0.0,,,0,,
3,Aerospace and Defense,"Tresys Technology Holdings, Inc  .(7)",One stop,L + 6.75(a),8.99,12/2018,3899.0,3845,,,0.1,,,780,,
4,Aerospace and Defense,"Tresys Technology Holdings, Inc.  (7)",One stop,L + 6.75(a),8.99,12/2018,659.0,658,,,0.1,,,659,,
5,Aerospace and Defense,"Tronair Parent, Inc.^",Senior loan,L + 4.75(c),7.56,09/2023,366.0,363,,,0.1,,,366,,
6,Aerospace and Defense,"Tronair Parent, Inc.",Senior loan,L + 4.50(a)(b)(c)(f),7.03,09/2021,80.0,79,,,0.0,,,80,,
7,Aerospace and Defense,Whitcraft LLC*^,One stop,L + 6.25(c),8.64,04/2023,12439.0,12298,,,1.3,,,12439,,
8,Aerospace and Defense,Whitcraft LLC^,One stop,L + 6.25(c),8.64,04/2023,194.0,192,,,0.0,,,194,,
9,Aerospace and Defense,Whitcraft LLC  (5),One stop,L + 6.25,N/A  (6),04/2023,0.0,(1,,,0.0,,,0,,
10,Aerospace and Defense,Whitcraft LLC  (5),One stop,L + 6.25,N/A  (6),04/2023,0.0,(2,,,0.0,,,0,,
11,Automobile,Dent Wizard International Corporation*,Senior loan,L + 4.00(a),6.23,04/2020,4477.0,4463,,,0.5,,,4477,,
12,Automobile,"Grease Monkey International, LLC*^",Senior loan,L + 5.00(a),7.24,11/2022,4863.0,4813,,,0.5,,,4808,,
13,Automobile,"Grease Monkey International, LLC",Senior loan,L + 5.00(a),7.24,11/2022,76.0,75,,,0.0,,,75,,
14,Automobile,"Grease Monkey International, LLC",Senior loan,L + 5.00(a),7.24,11/2022,27.0,25,,,0.0,,,25,,
15,Automobile,"Grease Monkey International, LLC",Senior loan,L + 5.00(a),7.24,11/2022,21.0,20,,,0.0,,,20,,
16,Automobile,"Grease Monkey International, LLC  (5)",Senior loan,L + 5.00,N/A  (6),11/2022,0.0,(2,,,0.0,,,(2,,
17,Automobile,"Quick Quack Car Wash Holdings, LLC",One stop,L + 6.50(a),8.74,04/2023,8751.0,8652,,,0.9,,,8751,,
18,Automobile,"Quick Quack Car Wash Holdings, LLC",One stop,L + 6.50(a),8.67,04/2023,150.0,148,,,0.0,,,150,,
19,Automobile,"Quick Quack Car Wash Holdings, LLC",One stop,L + 6.50(a),8.70,04/2023,40.0,39,,,0.0,,,40,,
20,Automobile,"Quick Quack Car Wash Holdings, LLC  (5)",One stop,L + 6.50,N/A  (6),04/2023,0.0,(4,,,0.0,,,0,,
21,"Beverage, Food and Tobacco","Abita Brewing Co., L.L.C.",One stop,L + 5.75(a),7.99,04/2021,6998.0,6926,,,0.7,,,6998,,
