,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
0,Investments,Investments,,,,,,,,
1,Non-controlled/non-affiliate company investments,Non-controlled/non-affiliate company investments,,,,,,,,
2,Debt investments,Debt investments,,,,,,,,
3,Aerospace and Defense,Aerospace and Defense,,,,,,,,
<<<<<<< HEAD
4,Aerospace and Defense,NTS Technical Systems*#+~,Senior loan,L + 5.50(c),6.50,06/2023,40072.0,39910.0,1.5,40072.0
5,Aerospace and Defense,NTS Technical Systems~,Second lien,L + 9.75(c),10.75,12/2023,4589.0,4532.0,0.2,4589.0
6,Aerospace and Defense,NTS Technical Systems+Senior loan,Second lien,L + 5.50(c),6.50,06/2023,3091.0,3047.0,0.1,3091.0
7,Aerospace and Defense,NTS Technical Systems+(5),Senior loan,L + 5.50,N/A(6),06/2023,0.0,,0.0,0.0
8,Aerospace and Defense,"Tronair Parent, Inc.+Senior loan",Senior loan,L + 6.25(c),6.75 cash/0.50 PIK,09/2023,682.0,678.0,0.0,606.0
9,Aerospace and Defense,"Tronair Parent, Inc.+Senior loan",Senior loan,L + 6.25(c),6.75 cash/0.50 PIK,06/2023,32.0,30.0,0.0,16.0
10,Aerospace and Defense,Whitcraft LLC*#+~,One stop,L + 6.00(c),7.00,04/2023,63091.0,63292.0,2.4,61198.0
11,Aerospace and Defense,Whitcraft LLC+(5),One stop,L + 6.00,N/A(6),04/2023,0.0,,0.0,
12,Airlines,Airlines,One stop,,,,,,,
13,Airlines,Aurora Lux Finco S.A.R.L.+(8)(13),One stop,L + 6.00(c),7.00,12/2026,982.0,966.0,0.0,933.0
14,Auto Components,Auto Components,One stop,,,,,,,
15,Auto Components,"Covercraft Parent III, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,08/2027,4927.0,4880.0,0.2,4927.0
16,Auto Components,"Covercraft Parent III, Inc.+Senior loan",One stop,L + 4.50(c),5.50,08/2027,994.0,970.0,0.1,994.0
17,Auto Components,"Covercraft Parent III, Inc.+(5)",Senior loan,L + 4.50,N/A(6),08/2027,0.0,,0.0,0.0
18,Auto Components,"North Haven Falcon Buyer, LLC+One stop",Senior loan,L + 6.00(c),7.00,05/2027,6145.0,6035.0,0.2,6145.0
19,Auto Components,"North Haven Falcon Buyer, LLC+One stop",Senior loan,L + 6.00(c),7.00,05/2027,120.0,102.0,0.0,120.0
20,Auto Components,Polk Acquisition Corp.*#+Senior loan,Senior loan,L + 6.00(a),7.00,12/2023,18059.0,17950.0,0.7,18059.0
21,Auto Components,Polk Acquisition Corp.+Senior loan,Senior loan,L + 6.00(a),7.00,12/2023,181.0,182.0,0.0,181.0
22,Auto Components,Polk Acquisition Corp.+Senior loan,Senior loan,L + 6.00(a),7.00,12/2023,106.0,105.0,0.0,106.0
23,Auto Components,"Power Stop, LLC+~",Senior loan,L + 4.50(a),4.60,10/2025,2806.0,2846.0,0.1,2806.0
24,Automobiles,Automobiles,Senior loan,,,,,,,
25,Automobiles,"CG Group Holdings, LLC*#+One stop",Senior loan,L + 5.25(c),6.25,07/2027,31463.0,31172.0,1.2,31463.0
26,Automobiles,"CG Group Holdings, LLC+One stop",Senior loan,L + 5.25(a)(c),6.25,07/2026,336.0,332.0,0.0,336.0
27,Automobiles,"Cobblestone Intermediate Holdco, LLC+One stop",Senior loan,L + 5.50(a),6.25,01/2026,5607.0,5553.0,0.2,5551.0
28,Automobiles,"Cobblestone Intermediate Holdco, LLC+One stop",Senior loan,L + 5.50(c),6.25,01/2026,697.0,654.0,0.0,653.0
29,Automobiles,"Denali Midco 2, LLC+One stop",Senior loan,L + 5.50(c),6.25,12/2027,43188.0,42758.0,1.6,42756.0
30,Automobiles,"Denali Midco 2, LLC+One stop",Senior loan,L + 5.50(c),6.25,12/2027,100.0,95.0,0.0,95.0
31,Automobiles,"Denali Midco 2, LLC+(5)",One stop,L + 5.50,N/A(6),12/2027,0.0,,0.0,
32,Automobiles,JHCC Holdings LLC+One stop,One stop,L + 5.75(c),6.75,09/2025,15433.0,15228.0,0.6,15411.0
33,Automobiles,JHCC Holdings LLC+One stop,One stop,P + 4.75(f),8.00,08/2027,499.0,495.0,0.0,504.0
34,Automobiles,JHCC Holdings LLC+One stop,One stop,L + 5.75(c)(f),7.14,09/2025,297.0,295.0,0.0,297.0
35,Automobiles,JHCC Holdings LLC+One stop,One stop,P + 4.75(c)(f),7.95,09/2025,32.0,31.0,0.0,31.0
36,Automobiles,JHCC Holdings LLC+(5),One stop,L + 5.75,N/A(6),08/2027,0.0,,0.0,29.0
37,Automobiles - (continued),Automobiles - (continued),One stop,,,,,,,
38,Automobiles - (continued),"MOP GM Holding, LLC*#~",One stop,L + 5.75(c),6.75,11/2026,24160.0,23913.0,0.9,24160.0
39,Automobiles - (continued),"MOP GM Holding, LLC+One stop",One stop,L + 5.75(b),6.75,11/2026,2649.0,2625.0,0.1,2649.0
40,Automobiles - (continued),"MOP GM Holding, LLC+One stop",One stop,L + 5.75(c),6.75,11/2026,2604.0,2578.0,0.1,2604.0
41,Automobiles - (continued),"MOP GM Holding, LLC+One stop",One stop,L + 5.75(c),6.75,11/2026,1925.0,1905.0,0.1,1925.0
42,Automobiles - (continued),"MOP GM Holding, LLC+One stop",One stop,L + 5.75(d)(f),7.04,11/2026,129.0,127.0,0.0,129.0
43,Automobiles - (continued),"MOP GM Holding, LLC+(5)",One stop,L + 5.75,N/A(6),11/2026,0.0,,0.0,0.0
44,Automobiles - (continued),"POY Holdings, LLC+One stop",One stop,L + 5.50(c),6.50,11/2027,9615.0,9427.0,0.4,9519.0
45,Automobiles - (continued),"POY Holdings, LLC+One stop",One stop,L + 5.50(c),6.50,11/2027,54.0,50.0,0.0,52.0
46,Automobiles - (continued),"POY Holdings, LLC+(5)",One stop,L + 5.50,N/A(6),11/2027,0.0,,0.0,
47,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC*#",One stop,L + 5.50(c),6.50,10/2024,12916.0,12927.0,0.5,12916.0
48,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC+One stop",One stop,L + 5.50(c),6.50,10/2024,9253.0,9198.0,0.4,9253.0
49,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC#+One stop",One stop,L + 5.50(c),6.50,10/2024,2331.0,2316.0,0.1,2331.0
50,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC*+One stop",One stop,L + 5.50(c),6.50,10/2024,2036.0,2064.0,0.1,2036.0
51,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC*+One stop",One stop,L + 5.50(c),6.50,10/2024,1361.0,1379.0,0.1,1361.0
52,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC*+One stop",One stop,L + 5.50(c),6.50,10/2024,1108.0,1134.0,0.0,1108.0
53,Automobiles - (continued),"Quick Quack Car Wash Holdings, LLC+One stop",One stop,L + 5.50,N/A(6),10/2024,0.0,0.0,0.0,0.0
54,Automobiles - (continued),"TWAS Holdings, LLC+One stop",One stop,L + 6.75(c),7.75,12/2026,40765.0,40361.0,1.5,40357.0
55,Automobiles - (continued),"TWAS Holdings, LLC*+One stop",One stop,L + 6.75(a),7.75,12/2026,30800.0,30476.0,1.2,30492.0
56,Automobiles - (continued),"TWAS Holdings, LLC+One stop",One stop,L + 6.75(a),7.75,12/2026,7994.0,7912.0,0.3,7914.0
57,Automobiles - (continued),"TWAS Holdings, LLC+(5)",One stop,L + 6.75,N/A(6),12/2026,0.0,,0.0,
58,Automobiles - (continued),"TWAS Holdings, LLC+(5)",One stop,L + 6.75,N/A(6),12/2026,0.0,,0.0,
59,Beverages,Beverages,One stop,,,,,,,
60,Beverages,"Fintech Midco, LLC*#",One stop,L + 5.50(c),6.25,08/2024,24100.0,24308.0,0.9,24100.0
61,Beverages,"Fintech Midco, LLC+One stop",One stop,L + 5.50(c),6.25,08/2024,15299.0,15163.0,0.6,15299.0
62,Beverages,"Fintech Midco, LLC#+One stop",One stop,L + 5.50(c),6.25,08/2024,1116.0,1140.0,0.0,1116.0
63,Beverages,"Fintech Midco, LLC+(5)",One stop,L + 5.50,N/A(6),08/2024,0.0,,0.0,0.0
64,Beverages,"Watermill Express, LLC+One stop",One stop,L + 5.25(c),6.25,04/2027,2261.0,2241.0,0.1,2261.0
65,Beverages,"Watermill Express, LLC+One stop",One stop,L + 5.25,N/A(6),04/2027,0.0,0.0,0.0,0.0
66,Beverages,"Watermill Express, LLC+(5)",One stop,L + 5.25,N/A(6),04/2027,0.0,,0.0,0.0
67,Beverages,"Winebow Holdings, Inc.+One stop",One stop,L + 6.25(a),7.25,07/2025,7859.0,7760.0,0.3,7859.0
68,Building Products,Building Products,One stop,,,,,,,
69,Building Products,"BECO Holding Company, Inc.#+One stop",One stop,L + 5.50(c),6.25,11/2028,7595.0,7520.0,0.3,7519.0
70,Building Products,"BECO Holding Company, Inc.+(5)",One stop,L + 5.50,N/A(6),11/2027,0.0,,0.0,
71,Building Products,"BECO Holding Company, Inc.+(5)",One stop,L + 5.50,N/A(6),11/2028,0.0,,0.0,
72,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b)(c),5.50,03/2024,4138.0,4139.0,0.2,4138.0
73,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(a)(c),5.50,03/2024,1400.0,1421.0,0.1,1400.0
74,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b)(c),5.50,03/2024,902.0,911.0,0.0,902.0
75,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c),5.50,03/2024,850.0,843.0,0.0,850.0
76,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b)(c),5.50,03/2024,433.0,442.0,0.0,433.0
77,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c),5.50,03/2024,276.0,278.0,0.0,276.0
78,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b)(c),5.50,03/2024,215.0,215.0,0.0,215.0
79,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c),5.50,03/2024,115.0,115.0,0.0,115.0
