,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,•,our future operating results;,,,,,,,,,,,,,
1,Investment *,Industry,Interest Rate (+),,Reference Rate andSpread (+),Maturity,ParAmount/Shares(++),,Cost,,FairValue,,,,,
2,1st Lien/Senior Secured Debt # - 172.49,,,,,,,,,,,,,,,
3,"3SI Security Systems, Inc.(1)",Commercial Services & Supplies,6.75,,L + 5.75 ; 1.00Floor,06/16/2023,,14556,,,14419,,,14228,,
4,"A Place For Mom, Inc.",Diversified Consumer Services,4.75,,L + 3.75 ; 1.00Floor,08/10/2024,,8774,,,8769,,,7897,,
5,"Accuity Delivery Systems, LLC^ (1) (2)",Health Care Providers & Services,8.00,,L + 7.00 ; 1.00Floor,06/13/2023,,10170,,,9989,,,10424,,
6,"Acquia, Inc.(1) (2)",Software,8.00,,L + 7.00 ; 1.00Floor,10/31/2025,,12364,,,12147,,,11993,,
7,"Acquia, Inc.(1) (2) (3)",Software,,,,L + 7.00 ; 1.00Floor,10/31/2025,,1322,,,(22,,,(40,
8,"Ansira Partners, Inc.",Professional Services,7.50,,L + 6.50PIK; 1.00Floor,12/20/2024,,4657,,,4634,,,3865,,
9,"Ansira Partners, Inc.",Professional Services,7.50,,L + 6.50PIK; 1.00Floor,12/20/2024,,287,,,285,,,238,,
10,"Apptio, Inc.(1) (2)",IT Services,8.25,,L + 7.25 ; 1.00Floor,01/10/2025,,32702,,,32198,,,32212,,
11,"Apptio, Inc.(1) (2) (3)",IT Services,,,,L + 7.25 ; 1.00Floor,01/10/2025,,2225,,,(32,,,(33,
12,"Associations, Inc.(1) (2)",Real Estate Management & Development,8.00,,L + 7.00(incl. 3.00PIK); 1.00Floor,07/30/2024,,13858,,,13744,,,13303,,
13,"Associations, Inc.(1) (2) (3)",Real Estate Management & Development,8.23,,L + 7.00(incl. 3.00PIK); 1.00Floor,07/30/2024,,3033,,,2965,,,2868,,
14,"Associations, Inc.(1) (2)",Real Estate Management & Development,7.00,,L + 6.00 ; 1.00Floor,07/30/2024,,587,,,582,,,563,,
15,ATX Networks Corp.,Communications Equipment,8.75,,L + 7.75(incl. 1.50PIK); 1.00Floor,12/31/2023,,7218,,,7208,,,6352,,
16,ATX Networks Corp.,Communications Equipment,8.75,,L + 7.75(incl. 1.50PIK); 1.00Floor,12/31/2023,,459,,,457,,,404,,
17,"Badger Sportswear, Inc.","Textiles, Apparel & Luxury Goods",6.25,,L + 5.00 ; 1.00Floor,09/11/2023,,7150,,,7102,,,5363,,
18,"Barbri, Inc.",Diversified Consumer Services,5.33,,L + 4.25 ; 1.00Floor,12/01/2023,,6243,,,6225,,,5681,,
19,BJH Holdings III Corp. (dba Jack’s Family Restaurants)(2),"Hotels, Restaurants & Leisure",6.50,,L + 5.50 ; 1.00Floor,08/19/2025,,6162,,,6110,,,5916,,
20,"Brillio, LLC(1) (2)",IT Services,5.75,,L + 4.75 ; 1.00Floor,02/06/2025,,4464,,,4429,,,4363,,
21,"Brillio, LLC(1) (2) (3)",IT Services,5.75,,L + 4.75 ; 1.00Floor,02/06/2025,,1510,,,755,,,721,,
22,"Bullhorn, Inc.(2)",Professional Services,6.75,,L + 5.75 ; 1.00Floor,09/30/2026,,10912,,,10717,,,10748,,
23,"Bullhorn, Inc.(2)",Professional Services,6.75,,L + 5.75 ; 1.00Floor,09/30/2026,,226,,,222,,,223,,
24,"Bullhorn, Inc.(2)",Professional Services,6.75,,L + 5.75 ; 1.00Floor,09/30/2026,,180,,,177,,,178,,
25,"Bullhorn, Inc.(2) (3)",Professional Services,,,,L + 5.75 ; 1.00Floor,09/30/2026,,500,,,(9,,,(7,
26,"Bullhorn, Inc.(2) (3)",Professional Services,,,,L + 5.75 ; 1.00Floor,09/30/2026,,545,,,(10,,,(8,
27,"Businessolver.com, Inc.(1) (2)",Health Care Technology,8.50,,L + 7.50 ; 1.00Floor,05/15/2023,,12549,,,12403,,,12235,,
28,"Businessolver.com, Inc.(1) (2)",Health Care Technology,8.50,,L + 7.50 ; 1.00Floor,05/15/2023,,11175,,,10986,,,10896,,
29,"Businessolver.com, Inc.(1) (2)",Health Care Technology,8.50,,L + 7.50 ; 1.00Floor,05/15/2023,,1882,,,1859,,,1835,,
30,"Businessolver.com, Inc.(1) (2) (3)",Health Care Technology,,,,L + 7.50 ; 1.00Floor,05/15/2023,,1569,,,(17,,,(39,
31,"CFS Management, LLC (dba Center for Sight Management)(1) (2)",Health Care Providers & Services,6.75,,L + 5.75 ; 1.00Floor,07/01/2024,,4761,,,4723,,,4595,,
32,"CFS Management, LLC (dba Center for Sight Management)(1) (2)",Health Care Providers & Services,6.75,,L + 5.75 ; 1.00Floor,07/01/2024,,1418,,,1407,,,1368,,
