,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,,,Portfolio Company,,Industry,,Interest,,Maturity,,Par Amount,,,Cost,,,Fair Value,,,,
1,Investments at Fair Value – 132.34%#,,,,,,,,,,,,,,,,,,,,
2,,,Corporate Debt  (1)  – 124.45%,,,,,,,,,,,,,,,,,,
3,,,1st Lien/Senior Secured Debt – 34.20%,,,,,,,,,,,,,,,,,,
4,,,"Artesyn Embedded Technologies, Inc.  (2)",,"Electronic Equipment, Instruments & Components",,9.75%,,10/15/2020,,$,20000.0,,,$,20000,,,$,19300,
5,,,"Bolttech Mannings, Inc.  (3) (4)",,Commercial Services & Supplies,,L + 7.75% (1.00% Floor),,12/21/2018,,,10640.0,,,,(106,),,,(213,)
6,,,CLP ST Inc.  (++),,"Electronic Equipment, Instruments & Components",,L + 9.50% (1.00% Floor),,10/09/2019,,,49213.0,,,,48324,,,,48228,
7,,,CLP ST Inc.  (3) (4),,"Electronic Equipment, Instruments & Components",,L + 9.50% (1.00% Floor),,10/09/2019,,,5000.0,,,,(88,),,,(100,)
8,,,Dispensing Dynamics International  (2),,Building Products,,12.50%,,01/01/2018,,,24000.0,,,,24898,,,,25200,
9,,,Heligear Acquisition Co.  (2),,Aerospace & Defense,,10.25%,,10/15/2019,,,17500.0,,,,17192,,,,17194,
10,,,Infinity Sales Group  (+),,Media,,L + 10.50% (1.00% Floor),,11/21/2018,,,37313.0,,,,36726,,,,34422,
11,,,"Iracore International Holdings, Inc.  (2)",,Energy Equipment & Services,,9.50%,,06/01/2018,,,24250.0,,,,20170,,,,14065,
12,,,Legacy Buyer Corp.  (++),,Health Care Providers & Services,,L + 8.00% (1.00% Floor),,10/24/2019,,,30806.0,,,,30232,,,,30190,
13,,,Legacy Buyer Corp.  (3) (4),,Health Care Providers & Services,,L + 8.00% (1.00% Floor),,10/24/2019,,,2500.0,,,,(47,),,,(50,)
14,,,"Liquidnet Holdings, Inc.  (++)",,Capital Markets,,L + 6.75% (1.00% Floor),,05/22/2019,,,3558.0,,,,3512,,,,3433,
15,,,"NTS Communications, Inc.  (++)",,Diversified Telecommunication Services,,L + 9.00% (1.25% Floor),,06/06/2019,,,39600.0,,,,38911,,,,38610,
16,,,"NTS Communications, Inc.  (++)",,Diversified Telecommunication Services,,L + 9.00% (1.25% Floor),,06/06/2019,,,5000.0,,,,4913,,,,4875,
17,,,Total 1st Lien/Senior Secured Debt,,,,,,,,,,,244637,,,,235154.0,,,
18,,,1st Lien/Last-Out Unitranche  (5)  – 40.09%,,,,,,,,,,,,,,,,,,
19,,,"Associations, Inc.  (++)",,Real Estate Management & Development,,L + 7.00% (1.00% Floor),,12/23/2019,,,76500.0,,,,75039,,,,74970,
20,,,"Associations, Inc.  (3) (4)",,Real Estate Management & Development,,L + 7.00% (1.00% Floor),,12/22/2018,,,13002.0,,,,(248,),,,(260,)
21,,,"Avenue Stores, LLC  (++)",,Specialty Retail,,L + 8.00% (1.00% Floor),,09/19/2019,,,30000.0,,,,29314,,,,29475,
22,,,"Bolttech Mannings, Inc.  (+)",,Commercial Services & Supplies,,L + 7.75% (1.00% Floor),,12/21/2018,,,33000.0,,,,32400,,,,32010,
