,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Floor  (+),Maturity,Par  (++),,Cost,,Fair  Value,,Footnotes,,,
1,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,8.57%,S + 6.25%,1.00%,07/01/24,$,3424.0,,$,3315,,$,3364,,(2) (3)
2,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,8.57%,S + 6.25%,1.00%,07/01/24,,2012.0,,,1994,,,1977,,(2) (3)
3,"Checkmate Finance Merger Sub, LLC",Entertainment,8.75%,L + 6.50%,1.00%,12/31/27,,31336.0,,,30752,,,30788,,(2) (3)
4,"Checkmate Finance Merger Sub, LLC",Entertainment,,L + 6.50%,1.00%,12/31/27,,3140.0,,,(58,),,(55,),(2) (3) (4)
5,Chronicle Bidco Inc. (dba Lexitas),Professional Services,7.44%,L + 6.00%,1.00%,05/18/29,,16911.0,,,16068,,,16911,,(2)
6,Chronicle Bidco Inc. (dba Lexitas),Professional Services,7.44%,L + 6.00%,1.00%,05/18/29,,11229.0,,,10918,,,11229,,(2)
7,Chronicle Bidco Inc. (dba Lexitas),Professional Services,7.45%,L + 6.00%,1.00%,05/18/29,,11052.0,,,10774,,,11052,,(2)
8,Chronicle Bidco Inc. (dba Lexitas),Professional Services,7.45%,L + 6.00%,1.00%,05/18/29,,7123.0,,,6767,,,7123,,(2)
9,Chronicle Bidco Inc. (dba Lexitas),Professional Services,,S + 6.00%,1.00%,05/18/29,,4753.0,,,(107,),,—,,(2) (4)
10,CivicPlus LLC,Software,7.51%,L + 6.00%,0.75%,08/24/27,,6300.0,,,6173,,,6158,,(2) (3)
11,CivicPlus LLC,Software,7.69%,S + 6.00%,0.75%,08/24/27,,6247.0,,,6122,,,6106,,(2) (3)
12,CivicPlus LLC,Software,7.94%,L + 6.25%,0.75%,08/24/27,,2960.0,,,2898,,,2893,,(2) (3)
13,CivicPlus LLC,Software,,L + 6.00%,0.75%,08/24/27,,1217.0,,,(24,),,(27,),(2) (3) (4)
14,"CloudBees, Inc.",Software,8.67%,L + 7.00% (incl. 2.50% PIK),1.00%,11/24/26,,28376.0,,,26741,,,27879,,(2) (3)
15,"CloudBees, Inc.",Software,,L + 7.00% (incl. 2.50% PIK),1.00%,11/24/26,,12900.0,,,(516,),,(226,),(2) (3) (4)
16,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,7.07%,S + 5.75%,0.75%,05/11/28,,14867.0,,,14574,,,14569,,(2)
17,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,,S + 5.75%,0.75%,05/11/28,,2120.0,,,(41,),,(42,),(2) (4)
18,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,,S + 5.75%,0.75%,05/11/28,,4460.0,,,(44,),,(45,),(2) (4)
19,CORA Health Holdings Corp,Health Care Providers & Services,7.04%,L + 5.75%,1.00%,06/15/27,,22549.0,,,22261,,,22042,,(2) (3)
20,CORA Health Holdings Corp,Health Care Providers & Services,7.06%,L + 5.75%,1.00%,06/15/27,,8897.0,,,324,,,182,,(2) (3) (4)
21,"Cordeagle US Finco, Inc. (dba Condeco)",Software,7.99%,L + 6.75%,1.00%,07/30/27,,25223.0,,,24771,,,24656,,(1) (2) (3)
22,"Cordeagle US Finco, Inc. (dba Condeco)",Software,,L + 6.75%,1.00%,07/30/27,,2461.0,,,(42,),,(55,),(1) (2) (3) (4)
23,CorePower Yoga LLC,Diversified Consumer Services,9.25%,L + 7.00% (incl. 5.00% PIK),1.00%,05/14/25,,25612.0,,,23629,,,20938,,(2) (3)
24,CorePower Yoga LLC,Diversified Consumer Services,,L + 7.00% (incl. 5.00% PIK),1.00%,05/14/25,,1687.0,,,(106,),,(308,),(2) (3) (4)
25,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,7.17%,L + 5.50%,1.00%,10/03/25,,28163.0,,,27444,,,27881,,(2) (3)
26,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,7.17%,L + 5.50%,1.00%,10/27/25,,14781.0,,,14546,,,14634,,(2) (3)
27,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,,L + 5.50%,1.00%,10/03/25,,2170.0,,,(10,),,(22,),(2) (3) (4)
28,DECA Dental Holdings LLC,Health Care Providers & Services,8.00%,L + 5.75%,0.75%,08/28/28,,21507.0,,,21119,,,20647,,(2) (3)
29,DECA Dental Holdings LLC,Health Care Providers & Services,8.00%,L + 5.75%,0.75%,08/28/28,,7396.0,,,2177,,,1968,,(2) (3) (4)
30,DECA Dental Holdings LLC,Health Care Providers & Services,8.00%,L + 5.75%,0.75%,08/26/27,,1711.0,,,541,,,502,,(2) (3) (4)
31,Diligent Corporation,Professional Services,7.25%,L + 6.25%,1.00%,08/04/25,€,37869.0,,,42861,,,39883,,(2) (3)
32,Diligent Corporation,Professional Services,9.13%,L + 6.25%,1.00%,08/04/25,,24477.0,,,23655,,,24599,,(2) (3)
33,Diligent Corporation,Professional Services,8.49%,L + 6.25%,1.00%,08/04/25,,3100.0,,,1505,,,1566,,(2) (3) (4)
34,"EDB Parent, LLC (dba Enterprise DB)",Software,,S + 6.00%,0.75%,07/07/28,,29826.0,,,—,,,—,,(2) (4)
35,"EDB Parent, LLC (dba Enterprise DB)",Software,,S + 6.00%,0.75%,07/07/28,,7849.0,,,—,,,—,,(2) (4)
36,"EDB Parent, LLC (dba Enterprise DB)",Software,,S + 6.00%,0.75%,07/07/28,,2616.0,,,—,,,—,,(2) (4)
37,"Elemica Parent, Inc.",Chemicals,7.56%,L + 5.50%,1.00%,09/18/25,,6984.0,,,6607,,,6844,,(2) (3)
38,"Elemica Parent, Inc.",Chemicals,7.11%,L + 5.50%,1.00%,09/18/25,,1489.0,,,1457,,,1459,,(2) (3)
39,"Elemica Parent, Inc.",Chemicals,7.33%,L + 5.50%,1.00%,09/18/25,,1369.0,,,1313,,,1342,,(2) (3)
40,"Elemica Parent, Inc.",Chemicals,7.33%,L + 5.50%,1.00%,09/18/25,,558.0,,,546,,,546,,(2) (3)
41,"Elemica Parent, Inc.",Chemicals,7.04%,L + 5.50%,1.00%,09/18/25,,930.0,,,419,,,432,,(2) (3) (4)
42,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,7.13%,S + 5.50%,1.00%,12/06/25,,10422.0,,,10049,,,10318,,(2) (3)
43,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,7.13%,S + 5.50%,1.00%,12/06/25,,4903.0,,,4836,,,4854,,(2) (3)
44,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,7.13%,S + 5.50%,1.00%,12/06/25,,4492.0,,,4406,,,4447,,(2) (3)
45,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,7.07%,S + 5.50%,1.00%,12/06/25,,2269.0,,,1508,,,1565,,(2) (3) (4)
46,"ESO Solutions, Inc",Health Care Technology,9.06%,S + 7.00%,1.00%,05/03/27,,39908.0,,,39231,,,39309,,(2) (3)
47,"ESO Solutions, Inc",Health Care Technology,,S + 7.00%,1.00%,05/03/27,,3620.0,,,(59,),,(54,),(2) (3) (4)
48,"Experity, Inc.",Health Care Technology,7.42%,L + 5.75%,0.75%,02/24/28,,914.0,,,910,,,910,,(2) (3)
