,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Software & Services,"2U, Inc.",Provider of course design and learning management system to educational institutions,First lien senior secured loan ($45.7 par due 12/2024),6.50% (Libor + 5.75%/Q),6/28/2021,44.9,45.2
1,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (17)",Payment processing solution provider,First lien senior secured loan ($10.8 par due 3/2026),6.25% (Libor + 5.00%/Q),6/7/2021,10.8,10.8
2,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (17)",,First lien senior secured loan ($64.3 par due 3/2026),6.25% (Libor + 5.00%/Q),2/28/2020,64.3,64.3
3,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (17)",,Senior subordinated loan ($25.7 par due 2/2028),12.75% PIK,2/28/2020,25.7,25.7
4,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (17)",Provider of intellectual property management lifecycle software,First lien senior secured loan ($20.5 par due 4/2026),7.00% (Libor + 6.00%/Q),6/24/2021,20.5,20.5
5,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (17)",,First lien senior secured loan ($4.9 par due 4/2026),6.25% (Euribor + 6.25%/Q),4/10/2019,4.6,4.9
6,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (17)",,"Limited partnership units (4,400,000 units)",,6/13/2019,4.2,7.3
7,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(17)",Aircraft performance software provider,First lien senior secured loan ($13.5 par due 1/2025),6.75% (Libor + 5.25%/Q),1/3/2020,13.5,13.5
8,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(17)",,"Class A membership units (9,750,000 units)",,1/3/2020,9.8,13.4
9,Software & Services,"Appriss Health, LLC and Appriss Health Intermediate Holdings, Inc. (17)","Software platform for identification, prevention and management of substance use disorder",First lien senior secured loan ($25.7 par due 5/2027),8.25% (Libor + 7.25%/Q),5/6/2021,25.7,25.4
10,Software & Services,"Appriss Health, LLC and Appriss Health Intermediate Holdings, Inc. (17)",,"Series A preferred shares (32,236 shares)",11.00% PIK,5/6/2021,32.2,32.2
11,Software & Services,"Apptio, Inc. (17)",Provider of cloud-based technology business management solutions,First lien senior secured revolving loan ($1.7 par due 1/2025),8.25% (Libor + 7.25%/Q),1/10/2019,1.7,1.7
12,Software & Services,"Apptio, Inc. (17)",,First lien senior secured loan ($62.2 par due 1/2025),8.25% (Libor + 7.25%/Q),1/10/2019,62.2,62.2
13,Software & Services,"Banyan Software Holdings, LLC (17)",Vertical software businesses holding company,First lien senior secured loan ($18.5 par due 10/2026),8.50% (Libor + 7.50%/Q),10/30/2020,18.5,18.5
14,Software & Services,"Blue Campaigns Intermediate Holding Corp. and Elevate Parent, Inc. (dba EveryAction)",Provider of fundraising and organizing efforts and digital services to non-profits and political campaigns,"Series A preferred stock (150,000 shares)",,9/26/2018,1.5,2.9
15,Software & Services,Borrower R365 Holdings LLC (17),Provider of restaurant ERP systems,First lien senior secured revolving loan ($0.7 par due 6/2027),7.50% (Libor + 6.50%/Q),6/10/2021,0.7,0.7
16,Software & Services,Borrower R365 Holdings LLC (17),,First lien senior secured loan ($15.2 par due 6/2027),"7.50% (Libor + 3.50% Cash, 3.00% PIK/S)",6/10/2021,14.9,15.1
17,Software & Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0.0,0.0
18,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($1.0 par due 11/2025),6.75% (Base Rate + 3.50%/Q),11/12/2020,1.0,1.0
19,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",,Second lien senior secured loan ($48.1 par due 11/2028),8.50% (Libor + 7.75%/Q),11/12/2020,48.1,48.1
20,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",,"Series A-2 preferred shares (8,963 shares)",11.25% PIK (Libor + 11.00%/Q),12/23/2020,9.5,9.6
21,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",,"Series A preferred shares (24,898 shares)",11.21% PIK (Libor + 11.00%/Q),11/12/2020,26.7,26.6
22,Software & Services,"Clearwater Analytics, LLC (17)","Provider of integrated cloud-based investment portfolio management, accounting, reporting and analytics software",First lien senior secured loan ($45.7 par due 10/2025),7.25% (Libor + 6.25%/Q),10/19/2020,45.7,45.7
23,Software & Services,"Consilio Midco Limited and Consilio Investment Holdings, L.P. (17)",Provider of sales software for the interior design industry,First lien senior secured loan ($60.8 par due 5/2028),6.75% (Libor + 5.75%/Q),5/28/2021,60.8,60.1
24,Software & Services,"Consilio Midco Limited and Consilio Investment Holdings, L.P. (17)",,"Common units (4,799,000 units)",,5/28/2021,4.8,4.8
25,Software & Services,"CoreLogic, Inc. and T-VIII Celestial Co-Invest LP (17)","Provider of information, insight, analytics, software and other outsourced services primarily to the mortgage, real estate and insurance sectors",Second lien senior secured loan ($155.7 par due 6/2029),7.00% (Libor + 6.50%/M),6/3/2021,155.7,154.1
26,Software & Services,"CoreLogic, Inc. and T-VIII Celestial Co-Invest LP (17)",,"Limited partnership units (59,665,989 units)",,4/29/2021,59.7,59.7
27,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)","Provider of environmental, health and safety software to track compliance data",First lien senior secured loan ($1.1 par due 7/2026),8.00% (Libor + 7.00%/Q),9/3/2020,1.1,1.1
28,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,First lien senior secured loan ($6.4 par due 7/2026),6.00% (Libor + 5.00%/Q),7/2/2019,6.4,6.4
29,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,First lien senior secured loan ($4.4 par due 7/2026),6.00% (Libor + 5.00%/Q),10/15/2019,4.4,4.4
30,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,Preferred equity (198 shares),9.00% PIK,7/2/2019,0.2,0.2
31,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,"Common equity (190,143 shares)",,7/2/2019,0.0,0.2
32,Software & Services,Datix Bidco Limited,Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($0.1 par due 4/2025),4.71% (Libor + 4.50%/Q),10/7/2019,0.0,0.1
33,Software & Services,"DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P.",Provider of internet security tools and solutions,"Series A preferred shares (129,822 shares)",10.50% PIK,5/25/2021,131.2,131.2
34,Software & Services,"DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P.",,"Series A units (817,194 units)",,5/27/2021,13.3,13.3
35,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",Provider of secure SaaS solutions for board and leadership team documents,First lien senior secured revolving loan,,8/4/2020,0.0,0.0
36,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,First lien senior secured loan ($33.2 par due 8/2025),7.25% (Libor + 6.25%/Q),8/4/2020,32.5,33.2
37,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,First lien senior secured loan ($9.0 par due 8/2025),6.75% (Libor + 5.75%/Q),3/4/2021,8.9,9.0
38,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,First lien senior secured loan ($11.5 par due 8/2025),6.75% (Libor + 5.75%/Q),4/6/2021,11.4,11.5
39,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,"Preferred stock (13,140 shares)",10.50% PIK,4/6/2021,13.1,13.5
40,Software & Services,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",SaaS based business analytics company focused on oil and gas industry,Second lien senior secured loan ($25.0 par due 7/2026),8.35% (Libor + 8.25%/M),2/11/2020,25.0,25.0
41,Software & Services,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",,Preferred stock (29.53 shares),13.50% PIK,2/11/2020,34.6,35.6
42,Software & Services,"DS Admiral Bidco, LLC (17)",Tax return software provider for government institutions,First lien senior secured loan ($25.8 par due 3/2028),6.75% (Libor + 5.75%/Q),3/16/2021,25.1,25.5
43,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (17)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured revolving loan ($1.8 par due 9/2025),6.50% (Libor + 5.50%/M),9/18/2019,1.8,1.8
44,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (17)",,First lien senior secured revolving loan ($0.7 par due 9/2025),7.00% (Libor + 6.00%/M),9/18/2019,0.7,0.7
45,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (17)",,First lien senior secured loan ($20.6 par due 9/2025),6.50% (Libor + 5.50%/Q),12/15/2020,20.6,20.6
46,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (17)",,First lien senior secured loan ($50.8 par due 9/2025),6.50% (Libor + 5.50%/Q),9/18/2019,50.8,50.8
47,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (17)",,First lien senior secured loan ($11.5 par due 9/2025),6.50% (Libor + 5.50%/Q),9/18/2019,11.5,11.5
48,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (17)",,"Preferred equity (4,599 shares)",,9/18/2019,4.6,5.5
49,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (17)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($29.0 par due 5/2026),5.90% (Libor + 5.75%/Q),5/10/2019,29.0,29.0
50,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (17)",,First lien senior secured loan ($10.6 par due 5/2026),5.90% (Libor + 5.75%/Q),5/10/2019,10.6,10.6
51,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (17)",,First lien senior secured loan ($20.4 par due 5/2026),5.95% (Libor + 5.75%/Q),5/10/2019,20.4,20.4
52,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (17)",,First lien senior secured loan ($4.1 par due 5/2026),5.95% (Libor + 5.75%/Q),5/10/2019,4.1,4.1
53,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (17)",,"Partnership units (5,034,483 units)",,5/10/2019,4.7,6.6
54,Software & Services,Episerver Inc. and Goldcup 17308 AB (17),Provider of web content management and digital commerce solutions,First lien senior secured loan ($6.3 par due 4/2026),5.75% (Euribor + 5.75%/Q),3/22/2019,6.0,6.3
55,Software & Services,Episerver Inc. and Goldcup 17308 AB (17),,First lien senior secured loan ($27.0 par due 4/2026),6.50% (Libor + 5.50%/Q),10/9/2018,27.0,27.0
56,Software & Services,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (17)","Provider of mission-critical, software-enabled clinical research solutions",Second lien senior secured loan ($30.6 par due 2/2028),8.50% (Libor + 8.00%/M),4/27/2021,29.5,30.6
57,Software & Services,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (17)",,Second lien senior secured loan ($19.9 par due 2/2028),8.50% (Libor + 8.00%/M),2/4/2020,19.5,19.9
58,Software & Services,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (17)",,Second lien senior secured loan ($2.5 par due 2/2028),8.50% (Libor + 8.00%/M),2/4/2020,2.5,2.5
59,Software & Services,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (17)",,"Limited partnership interest (3,988,000 shares)",,1/31/2020,4.5,5.7
60,Software & Services,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",,3/20/2014,0.0,0.0
61,Software & Services,"FM:Systems Group, LLC (17)",Provider of facilities and space management software solutions,First lien senior secured loan ($1.4 par due 12/2024),7.50% (Libor + 6.50%/Q),6/15/2021,1.4,1.4
62,Software & Services,"FM:Systems Group, LLC (17)",,First lien senior secured loan ($3.2 par due 12/2024),7.50% (Libor + 6.50%/M),12/2/2019,3.2,3.2
63,Software & Services,"Forescout Technologies, Inc. (17)",Network access control solutions provider,First lien senior secured loan ($17.8 par due 8/2026),10.50% PIK (Libor + 9.50%/Q),8/17/2020,17.5,17.5
64,Software & Services,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management and SaaS-based software solutions to employees and administrators of K-12 school organizations,First lien senior secured loan ($17.3 par due 9/2023),6.75% (Libor + 5.75%/Q),12/30/2020,17.3,17.3
65,Software & Services,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",,First lien senior secured loan ($8.8 par due 9/2023),6.75% (Libor + 5.75%/Q),6/15/2021,8.8,8.8
66,Software & Services,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",,"Class A preferred units (4,574 units)",9.00% PIK,9/18/2017,5.9,6.4
67,Software & Services,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",,"Class B common units (499,050 units)",,9/18/2017,0.0,4.1
68,Software & Services,Genesis Acquisition Co. and Genesis Holding Co. (17),Child care management software and services provider,First lien senior secured revolving loan ($1.5 par due 7/2024),4.15% (Libor + 4.00%/Q),7/31/2018,1.5,1.4
69,Software & Services,Genesis Acquisition Co. and Genesis Holding Co. (17),,First lien senior secured loan ($0.2 par due 7/2024),4.15% (Libor + 4.00%/Q),7/31/2018,0.2,0.2
70,Software & Services,Genesis Acquisition Co. and Genesis Holding Co. (17),,Second lien senior secured loan ($7.5 par due 7/2025),7.62% (Libor + 7.50%/Q),6/9/2021,7.5,7.1
71,Software & Services,Genesis Acquisition Co. and Genesis Holding Co. (17),,Second lien senior secured loan ($32.4 par due 7/2025),7.69% (Libor + 7.50%/Q),7/31/2018,32.4,30.4
72,Software & Services,Genesis Acquisition Co. and Genesis Holding Co. (17),,Class A common stock (8 shares),,7/31/2018,0.8,0.6
73,Software & Services,"GraphPAD Software, LLC, Insightful Science Intermediate I, LLC and Insightful Science Holdings, LLC (17)","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured loan ($0.5 par due 4/2027),7.00% (Libor + 6.00%/Q),12/21/2017,0.5,0.5
