,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($0.8 par due 1/2022),11.00% (Base Rate + 5.50%/Q),1/15/2019,0.8,0.8
1,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",,First lien senior secured loan ($24.3 par due 1/2022),,1/5/2016,24.2,7.1
2,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",,"Class A preferred units (4,000,000 units)",,1/5/2016,4.0,0.0
3,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",,"Class A common units (4,000,000 units)",,1/5/2016,0.0,0.0
4,Healthcare Services,"Acessa Health Inc. (fka HALT Medical, Inc.)",Medical supply provider,"Common stock (569,823 shares)",,6/22/2017,0.1,0.0
5,Healthcare Services,"ADCS Billings Intermediate Holdings, LLC (18)",Dermatology practice,First lien senior secured revolving loan ($1.3 par due 5/2022),10.25% (Base Rate + 4.75%/Q),5/18/2016,1.3,1.2
6,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (18)",Dental services provider,First lien senior secured revolving loan ($3.1 par due 9/2022),7.25% (Libor + 4.75%/M),9/28/2016,3.1,3.0
7,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (18)",,First lien senior secured revolving loan ($10.6 par due 9/2022),9.25% (Base Rate + 3.75%/Q),9/28/2016,10.6,10.1
8,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (18)",,Second lien senior secured loan ($87.5 par due 3/2024),11.88% (Libor + 9.00%/S),9/28/2016,87.5,75.3
9,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (18)",,"Membership units (3,000,000 units)",,9/28/2016,3.0,0.8
10,Healthcare Services,"Air Medical Group Holdings, Inc. and Air Medical Buyer Corp.",Emergency air medical services provider,Senior subordinated loan ($182.7 par due 3/2026),10.36% (Libor + 7.88%/M),3/14/2018,182.7,179.9
11,Healthcare Services,"Air Medical Group Holdings, Inc. and Air Medical Buyer Corp.",,"Warrant to purchase up to 115,733 units of common stock (expires 3/2028)",,3/14/2018,0.9,1.4
12,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (18)",Outsourced drug development services provider,First lien senior secured revolving loan ($1.7 par due 7/2023),6.25% (Libor + 3.75%/M),7/12/2018,1.7,1.7
13,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (18)",,First lien senior secured revolving loan ($1.7 par due 7/2023),6.23% (Libor + 3.75%/M),7/12/2018,1.7,1.7
14,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (18)",,First lien senior secured loan ($30.0 par due 7/2025),6.73% (Libor + 4.25%/M),7/12/2018,29.9,29.1
15,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (18)",,Second lien senior secured loan ($77.5 par due 7/2026),10.48% (Libor + 8.00%/M),7/12/2018,76.8,73.7
16,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (18)",,"Common units (3,269,900 units)",,7/12/2018,32.7,21.1
17,Healthcare Services,"Alteon Health, LLC",Provider of physician management services,First lien senior secured loan ($3.0 par due 9/2022),9.00% (Libor + 6.50%/M),5/15/2017,3.0,2.5
18,Healthcare Services,"American Academy Holdings, LLC (18)","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals",First lien senior secured revolving loan ($0.9 par due 12/2022),10.75% (Base Rate + 5.25%/M),12/15/2017,0.9,0.9
19,Healthcare Services,"American Academy Holdings, LLC (18)",,First lien senior secured loan ($84.1 par due 12/2022),10.75% (Base Rate + 5.25%/M),12/15/2017,84.1,85.8
20,Healthcare Services,"American Academy Holdings, LLC (18)",,First lien senior secured loan ($90.5 par due 12/2022),10.75% (Base Rate + 5.25%/M),12/15/2017,90.5,92.3
21,Healthcare Services,"American Academy Holdings, LLC (18)",,Senior subordinated loan ($81.1 par due 6/2023),"18.50% (Libor + 7.00% Cash, 6.00% PIK/Q)",12/15/2017,81.1,85.2
22,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (18)",Revenue cycle management provider to the physician practices and acute care hospitals,First lien senior secured loan ($32.3 par due 2/2026),7.20% (Libor + 4.50%/Q),2/11/2019,31.6,31.6
23,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (18)",,Second lien senior secured loan ($210.3 par due 2/2027),11.20% (Libor + 8.50%/Q),2/11/2019,210.3,206.1
24,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (18)",,"Senior preferred stock (121,810 shares)",13.62% PIK (Libor + 11.13%),2/11/2019,121.8,121.8
25,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (18)",,Class A interests (0.39% interest),,2/11/2019,9.0,9.0
26,Healthcare Services,Bambino CI Inc. (18),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($0.1 par due 10/2022),7.99% (Libor + 5.50%/M),10/17/2017,0.1,0.1
27,Healthcare Services,Bambino CI Inc. (18),,First lien senior secured revolving loan ($1.1 par due 10/2022),7.98% (Libor + 5.50%/Q),10/17/2017,1.1,1.1
28,Healthcare Services,Bambino CI Inc. (18),,First lien senior secured revolving loan ($1.1 par due 10/2022),10.00% (Base Rate + 4.50%/Q),10/17/2017,1.1,1.1
29,Healthcare Services,Bambino CI Inc. (18),,First lien senior secured loan ($30.8 par due 10/2023),7.99% (Libor + 5.50%/M),10/17/2017,30.8,30.8
30,Healthcare Services,"Care Hospice, Inc (18)",Provider of hospice services,First lien senior secured revolving loan ($0.6 par due 4/2022),7.38% (Libor + 4.75%/Q),2/8/2018,0.6,0.6
31,Healthcare Services,"Care Hospice, Inc (18)",,First lien senior secured revolving loan ($0.3 par due 4/2022),7.23% (Libor + 4.75%/M),2/8/2018,0.3,0.3
32,Healthcare Services,"Care Hospice, Inc (18)",,First lien senior secured revolving loan ($0.3 par due 4/2022),7.23% (Libor + 4.75%/M),2/8/2018,0.3,0.3
33,Healthcare Services,"CCS-CMGC Holdings, Inc. (18)",Correctional facility healthcare operator,First lien senior secured revolving loan ($1.9 par due 10/2023),8.00% (Libor + 5.50%/M),10/1/2018,1.9,1.8
34,Healthcare Services,"CCS-CMGC Holdings, Inc. (18)",,First lien senior secured loan ($34.9 par due 10/2025),8.00% (Libor + 5.50%/M),9/25/2018,34.6,34.6
35,Healthcare Services,"Center for Autism and Related Disorders, LLC (18)",Autism treatment and services provider specializing in applied behavior analysis therapy,First lien senior secured revolving loan,0,11/21/2018,0.0,0.0
36,Healthcare Services,"Comprehensive EyeCare Partners, LLC (18)",Vision care practice management company,First lien senior secured revolving loan ($0.1 par due 2/2024),7.31% (Libor + 4.50%/Q),2/14/2018,0.1,0.1
37,Healthcare Services,"Comprehensive EyeCare Partners, LLC (18)",,First lien senior secured revolving loan ($0.3 par due 2/2024),7.31% (Libor + 4.50%/Q),2/14/2018,0.3,0.3
38,Healthcare Services,"Comprehensive EyeCare Partners, LLC (18)",,First lien senior secured loan ($2.4 par due 2/2024),7.12% (Libor + 4.50%/Q),2/14/2018,2.4,2.4
39,Healthcare Services,"Comprehensive EyeCare Partners, LLC (18)",,First lien senior secured loan ($5.4 par due 2/2024),7.12% (Libor + 4.50%/Q),2/14/2018,5.4,5.4
40,Healthcare Services,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC (18)",Dental services provider,"Class A preferred units (1,000,000 units)",8.00% PIK,12/21/2016,1.0,1.0
41,Healthcare Services,Datix Bidco Limited (8),Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($2.9 par due 4/2025),7.28% (Libor + 4.50%/S),4/27/2018,2.9,2.9
42,Healthcare Services,Datix Bidco Limited (8),,First lien senior secured loan ($2.9 par due 4/2025),7.28% (Libor + 4.50%/S),4/27/2018,2.9,2.9
43,Healthcare Services,"DCA Investment Holding, LLC (18)",Multi-branded dental practice management,First lien senior secured revolving loan ($0.1 par due 7/2021),9.75% (Base Rate + 4.25%/Q),7/2/2015,0.1,0.1
44,Healthcare Services,"DCA Investment Holding, LLC (18)",,First lien senior secured loan ($18.5 par due 7/2021),7.85% (Libor + 5.25%/Q),7/2/2015,18.4,18.5
45,Healthcare Services,"Emerus Holdings, Inc. (18)",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured loan ($16.5 par due 2/2022),14.00%,2/21/2019,16.5,16.5
46,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($34.5 par due 6/2025),10.60% (Libor + 8.00%/Q),6/30/2017,34.1,34.5
47,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",,"Series A preferred stock (110,425 shares)",13.55% PIK (Libor + 10.95%),6/30/2017,138.1,138.1
48,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",,"Class A units (14,013,303 units)",,6/30/2017,14.0,16.8
49,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,3.3
50,Healthcare Services,Hygiena Borrower LLC (18),Adenosine triphosphate testing technology provider,First lien senior secured revolving loan,0,8/26/2016,0.0,0.0
51,Healthcare Services,Hygiena Borrower LLC (18),,First lien senior secured loan ($9.5 par due 8/2022),6.60% (Libor + 4.00%/Q),6/29/2018,9.5,9.5
52,Healthcare Services,Hygiena Borrower LLC (18),,Second lien senior secured loan ($11.1 par due 8/2023),10.35% (Libor + 7.75%/Q),6/29/2018,11.1,11.1
53,Healthcare Services,Hygiena Borrower LLC (18),,Second lien senior secured loan ($0.6 par due 8/2023),10.35% (Libor + 7.75%/Q),6/29/2018,0.6,0.6
54,Healthcare Services,Hygiena Borrower LLC (18),,Second lien senior secured loan ($2.5 par due 8/2023),10.35% (Libor + 7.75%/Q),8/26/2016,2.5,2.5
55,Healthcare Services,Hygiena Borrower LLC (18),,Second lien senior secured loan ($10.7 par due 8/2023),10.35% (Libor + 7.75%/Q),2/27/2017,10.7,10.7
56,Healthcare Services,"JDC Healthcare Management, LLC (18)",Dental services provider,First lien senior secured revolving loan ($0.8 par due 4/2022),10.24% (Libor + 7.75%/M),4/10/2017,0.8,0.8
57,Healthcare Services,"JDC Healthcare Management, LLC (18)",,First lien senior secured revolving loan ($0.8 par due 4/2022),10.25% (Libor + 7.75%/M),4/10/2017,0.8,0.8
58,Healthcare Services,"JDC Healthcare Management, LLC (18)",,First lien senior secured loan ($4.2 par due 4/2023),"10.24% (Libor + 6.75% Cash, 1.00% PIK/Q)",4/10/2017,4.2,3.9
59,Healthcare Services,"JDC Healthcare Management, LLC (18)",,First lien senior secured loan ($9.9 par due 4/2023),"10.25% (Libor + 6.75% Cash, 1.00% PIK/Q)",4/10/2017,9.9,9.2
