,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Investment Funds and Vehicles,"HCI Equity, LLC(8)(9)(10)",Investment company,Member interest (100.00% interest),,4/1/2010,0.0,0.1
1,Investment Funds and Vehicles,"Imperial Capital Private Opportunities, LP(10)(25)",Investment partnership,Limited partnership interest (80.00% interest),,5/10/2007,4.0,16.8
2,Investment Funds and Vehicles,"Partnership Capital Growth Fund I, L.P.(10)",Investment partnership,Limited partnership interest (25.00% interest),,6/16/2006,0.0,0.1
3,Investment Funds and Vehicles,"Partnership Capital Growth Investors III, L.P.(10)(25)",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.7,3.2
4,Investment Funds and Vehicles,"PCG-Ares Sidecar Investment II, L.P.(10)(25)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,7.5,12.5
5,Investment Funds and Vehicles,"PCG-Ares Sidecar Investment, L.P.(10)(25)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,3.4,4.2
6,Investment Funds and Vehicles,"Piper Jaffray Merchant Banking Fund I, L.P.(10)(25)",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,1.7,1.5
7,Investment Funds and Vehicles,"Senior Direct Lending Program, LLC(8)(10)(27)",Co-investment vehicle,Subordinated certificates ($269.8 par due 12/2036)(21),9.00% (Libor + 8.00%/Q)(21),7/27/2016,269.8,269.8
8,Investment Funds and Vehicles,"Senior Direct Lending Program, LLC(8)(10)(27)",Co-investment vehicle,Member interest (87.50% interest),,7/27/2016,0.0,0.0
9,Investment Funds and Vehicles,Senior Secured Loan Fund LLC(8)(11)(26),Co-investment vehicle,"Subordinated certificates ($2,004.0 par due 12/2024)(20)",9.00% (Libor + 8.00%/M)(20),10/30/2009,1938.4,1914.2
10,Investment Funds and Vehicles,Senior Secured Loan Fund LLC(8)(11)(26),Co-investment vehicle,Member interest (87.50% interest),,10/30/2009,0.0,0.0
11,Investment Funds and Vehicles,VSC Investors LLC(10),Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,1.2
12,Investment Funds and Vehicles,VSC Investors LLC(10),Investment company,,,,2227.8,2223.6
13,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($18.8 par due 1/2022),9.06% (Libor + 8.06%/Q),1/5/2016,18.8,17.8
14,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($5.0 par due 1/2022),9.06% (Libor + 8.06%/Q),1/5/2016,5.0,4.8
15,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A preferred units (4,000,000 units)",,1/5/2016,4.0,0.8
16,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A common units (4,000,000 units)",,1/5/2016,0.0,0.8
17,Healthcare Services,"ADCS Billings Intermediate Holdings, LLC(24)",Dermatology practice,First lien senior secured revolving loan ($1.6 par due 5/2022),8.50% (Base Rate + 4.75%/Q),5/18/2016,1.6,1.6
18,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC(24)",Dental services provider,First lien senior secured revolving loan ($2.0 par due 9/2022),5.75% (Libor + 4.75%/Q),9/28/2016,2.0,2.0
19,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC(24)",Dental services provider,Second lien senior secured loan ($87.5 par due 3/2024),10.00% (Libor + 9.00%/Q),9/28/2016,87.5,87.5
20,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC(24)",Dental services provider,"Membership units (3,000,000 units)",,9/28/2016,3.0,3.0
21,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,"Preferred stock (2,997 shares)",,12/13/2013,3.1,2.2
22,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,Common stock (3 shares),,12/13/2013,0.0,0.0
23,Healthcare Services,"Argon Medical Devices, Inc.",Manufacturer and marketer of single-use specialty medical devices,Second lien senior secured loan ($9.0 par due 6/2022),10.50% (Libor + 9.50%/Q),12/23/2015,8.8,9.0
24,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,First lien senior secured loan ($8.8 par due 6/2018),11.50% (Libor + 10.50%/M),9/5/2014,8.6,8.8
25,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,"Warrant to purchase up to 3,213,367 shares of Series 1 preferred stock (expires 9/2024)",,11/14/2014,0.0,0.6
26,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC(24)",Correctional facility healthcare operator,First lien senior secured revolving loan ($3.8 par due 7/2019),5.00% (Libor + 4.00%/Q),7/23/2014,3.8,3.2
27,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC(24)",Correctional facility healthcare operator,First lien senior secured revolving loan ($1.6 par due 7/2019),6.75% (Base Rate + 3.00%/Q),7/23/2014,1.6,1.4
28,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC(24)",Correctional facility healthcare operator,First lien senior secured loan ($6.6 par due 7/2021),5.00% (Libor + 4.00%/Q),7/23/2014,6.6,5.6
29,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC(24)",Correctional facility healthcare operator,Second lien senior secured loan ($135.0 par due 7/2022),9.38% (Libor + 8.38%/Q),7/23/2014,134.0,101.3
30,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC(24)",Correctional facility healthcare operator,"Class A units (601,937 units)",,8/19/2010,0.0,0.1
31,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($3.1 par due 9/2021),9.38% (Libor + 8.38%/Q),9/29/2015,3.1,3.0
32,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($48.8 par due 9/2021),9.38% (Libor + 8.38%/Q),9/29/2015,48.8,47.8
33,Healthcare Services,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC(24)",Dental services provider,"Class A preferred units (1,000,000 units)",,12/21/2016,1.0,1.0
34,Healthcare Services,"DCA Investment Holding, LLC(24)",Multi-branded dental practice management,First lien senior secured revolving loan ($2.1 par due 7/2021),8.00% (Base Rate + 4.25%/Q),7/2/2015,2.1,2.0
35,Healthcare Services,"DCA Investment Holding, LLC(24)",Multi-branded dental practice management,First lien senior secured loan ($18.9 par due 7/2021),6.25% (Libor + 5.25%/Q),7/2/2015,18.8,18.5
36,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,First lien senior secured loan ($9.7 par due 10/2018),9.25% (Libor + 8.25%/M),3/21/2014,9.5,9.7
37,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"Warrant to purchase up to 909,092 units of Series C preferred stock (expires 3/2024)",,3/21/2014,0.0,0.1
38,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,Second lien senior secured loan ($47.5 par due 8/2023),9.75% (Libor + 8.75%/Q),8/18/2016,46.8,47.5
39,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,"Class A common stock (1,788 shares)",,3/11/2014,1.8,1.8
40,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,Class B common stock (980 shares),,3/11/2014,0.0,5.5
41,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P(24)",Software provider for clinical trial management,First lien senior secured loan ($1.5 par due 12/2018),9.00% (Libor + 8.00%/M),12/19/2014,1.5,1.5
42,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P(24)",Software provider for clinical trial management,First lien senior secured loan ($3.6 par due 12/2018),9.00% (Libor + 8.00%/M),12/19/2014,3.6,3.6
43,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P(24)",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,1.2
44,Healthcare Services,Hygiena Borrower LLC(24),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.0 par due 8/2023),10.00% (Libor + 9.00%/Q),8/26/2016,10.0,10.0
45,Healthcare Services,"INC Research Mezzanine Co-Invest, LLC",Pharmaceutical and biotechnology consulting services,"Common stock (13,252 shares)",,9/27/2010,0.0,0.7
46,Healthcare Services,Intermedix Corporation,Revenue cycle management provider to the emergency healthcare industry,Second lien senior secured loan ($112.0 par due 6/2020),9.25% (Libor + 8.25%/Q),12/27/2012,112.0,108.6
47,Healthcare Services,"MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,338,314 shares)",,1/17/2014,1.3,1.2
48,Healthcare Services,MW Dental Holding Corp.(24),Dental services provider,First lien senior secured revolving loan ($1.5 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,1.5,1.5
49,Healthcare Services,MW Dental Holding Corp.(24),Dental services provider,First lien senior secured loan ($44.9 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,44.9,44.9
50,Healthcare Services,MW Dental Holding Corp.(24),Dental services provider,First lien senior secured loan ($47.3 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,47.3,47.3
51,Healthcare Services,MW Dental Holding Corp.(24),Dental services provider,First lien senior secured loan ($19.5 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,19.5,19.5
52,Healthcare Services,"My Health Direct, Inc.(24)",Healthcare scheduling exchange software solution provider,First lien senior secured revolving loan ($0.5 par due 9/2017),8.75% (Base Rate + 5.00%/M),9/18/2014,0.5,0.5
53,Healthcare Services,"My Health Direct, Inc.(24)",Healthcare scheduling exchange software solution provider,First lien senior secured loan ($1.3 par due 1/2018),10.75%,9/18/2014,1.3,1.3
54,Healthcare Services,"My Health Direct, Inc.(24)",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",,9/18/2014,0.0,0.0
55,Healthcare Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,Second lien senior secured loan ($80.0 par due 7/2020),10.75% (Libor + 9.50%/Q),8/6/2013,79.1,80.0
56,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),11.00% (Libor + 10.00%/Q),4/19/2016,72.8,72.8
57,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",,4/19/2016,2.5,2.4
58,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($2.3 par due 8/2016),,11/12/2015,2.1,0.4
59,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($10.9 par due 8/2016),,4/25/2014,9.7,2.0
60,Healthcare Services,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,3/15/16,0.0,0.0
61,Healthcare Services,NSM Sub Holdings Corp.(24),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured revolving loan ($0.6 par due 10/2022),6.00% (Libor + 5.00%/Q),10/3/2016,0.6,0.6
62,Healthcare Services,NSM Sub Holdings Corp.(24),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured revolving loan ($0.3 par due 10/2022),7.75% (Base Rate + 4.00%/Q),10/3/2016,0.3,0.3
63,Healthcare Services,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),10.75% (Libor + 9.75%/Q),4/20/2016,9.6,10.0
64,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC(24)",Provider of technology-enabled solutions to pharmacies,First lien senior secured loan ($5.9 par due 11/2018),8.50% (Libor + 7.50%/Q),11/21/2013,5.9,5.9
65,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC(24)",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1.0,0.7
66,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($78.0 par due 8/2023),9.50% (Libor + 8.50%/Q),9/2/2015,76.1,78.0
67,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($9.0 par due 3/2020),9.00% (Libor + 8.00%/M),9/15/2015,8.7,9.0
68,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($2.0 par due 6/2020),9.00% (Libor + 8.00%/M),9/15/2015,2.0,2.0
69,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($3.0 par due 6/2021),9.00% (Libor + 8.00%/M),9/15/2015,3.0,3.0
70,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 28,428 shares of Series C preferred stock (expires 9/2025)",,9/15/2015,0.2,0.3
71,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 34,113 units of Series C preferred stock (expires 12/2023)",,12/26/2013,0.0,0.3
72,Healthcare Services,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($47.2 par due 5/2021),9.75% (Libor + 8.75%/Q),12/18/2015,46.6,45.8
73,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,0.0,0.0
74,Healthcare Services,"Sarnova HC, LLC, Tri-Anim Health Services, Inc., and BEMS Holdings, LLC",Distributor of emergency medical service and respiratory products,Second lien senior secured loan ($54.0 par due 7/2022),10.50% (Libor + 9.50%/Q),1/29/2016,54.0,54.0
75,Healthcare Services,"Transaction Data Systems, Inc.",Pharmacy management software provider,Second lien senior secured loan ($7.8 par due 6/2022),10.00% (Libor + 9.00%/Q),6/15/2015,7.8,7.8
76,Healthcare Services,"Transaction Data Systems, Inc.",Pharmacy management software provider,Second lien senior secured loan ($27.5 par due 6/2022),10.00% (Libor + 9.00%/Q),6/15/2015,27.5,27.5
77,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($23.5 par due 9/2020),10.25% (Libor + 9.25%/Q),12/14/2015,23.5,23.5
78,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($50.0 par due 9/2020),10.25% (Libor + 9.25%/Q),9/24/2014,50.0,50.0
79,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC(24)",Operator of urgent care clinics,First lien senior secured loan ($13.9 par due 12/2022),7.00% (Libor + 6.00%/Q),12/1/2015,13.9,12.6
80,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC(24)",Operator of urgent care clinics,First lien senior secured loan ($54.2 par due 12/2022),7.00% (Libor + 6.00%/Q),12/1/2015,54.2,49.3
81,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC(24)",Operator of urgent care clinics,"Preferred units (7,696,613 units)",,6/11/2015,7.7,9.4
82,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC(24)",Operator of urgent care clinics,"Series A common units (2,000,000 units)",,6/11/2015,2.0,0.1
83,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC(24)",Operator of urgent care clinics,"Series C common units (1,026,866 units)",,6/11/2015,0.0,0.0
84,Healthcare Services,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.4,0.4
85,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,Second lien senior secured loan ($31.4 par due 7/2019),10.25% (Libor + 9.25%/Q),10/18/2016,31.4,31.4
86,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,Second lien senior secured loan ($55.0 par due 7/2019),10.25% (Libor + 9.25%/Q),5/30/2014,55.0,55.0
87,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,,,,1312.3,1263.7
88,Business Services,"Accruent, LLC and Athena Parent, Inc.(24)",Real estate and facilities management software provider,First lien senior secured revolving loan ($0.3 par due 5/2022),8.00% (Base Rate + 4.25%/Q),5/16/2016,0.3,0.3
89,Business Services,"Accruent, LLC and Athena Parent, Inc.(24)",Real estate and facilities management software provider,Second lien senior secured loan ($10.5 par due 11/2022),12.50% (Base Rate + 8.75%/Q),9/19/2016,10.5,10.5
90,Business Services,"Accruent, LLC and Athena Parent, Inc.(24)",Real estate and facilities management software provider,Second lien senior secured loan ($42.5 par due 11/2022),10.75% (Libor + 9.75%/Q),9/19/2016,42.5,42.5
91,Business Services,"Accruent, LLC and Athena Parent, Inc.(24)",Real estate and facilities management software provider,Series A preferred stock (778 shares),,9/19/2016,0.8,0.8
92,Business Services,"Accruent, LLC and Athena Parent, Inc.(24)",Real estate and facilities management software provider,"Common stock (3,000 shares)",,5/16/2016,3.0,3.1
93,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC(24)",Retail insurance advisor and brokerage,Second lien senior secured loan ($88.6 par due 11/2024),10.25% (Libor + 9.25%/Q),11/22/2016,88.6,88.6
94,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC(24)",Retail insurance advisor and brokerage,"Membership interests (8,502,697 units)",,11/18/2016,8.5,8.5
95,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC(24)",Retail insurance advisor and brokerage,"Membership interests (2,125,674 units)",,11/18/2016,2.1,2.1
96,Business Services,Brandtone Holdings Limited(9),Mobile communications and marketing services provider,First lien senior secured loan ($4.7 par due 11/2018),,5/11/2015,4.5,0.0
97,Business Services,Brandtone Holdings Limited(9),Mobile communications and marketing services provider,First lien senior secured loan ($3.1 par due 2/2019),,5/11/2015,3.0,0.0
98,Business Services,Brandtone Holdings Limited(9),Mobile communications and marketing services provider,"Warrant to purchase up to 184,003 units of Series Three participating convertible preferred shares (expires 8/2026)",,5/11/2015,0.0,0.0
99,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,Second lien senior secured loan ($2.1 par due 5/2018),10.50% (Libor + 9.50%/M),7/23/2014,2.1,2.1
100,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,Second lien senior secured loan ($1.2 par due 8/2018),10.50% (Libor + 9.50%/M),7/23/2014,1.2,1.2
101,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0.0,0.0
102,Business Services,"CIBT Investment Holdings, LLC",Expedited travel document processing services,"Class A shares (2,500 shares)",,12/15/2011,2.5,5.9
103,Business Services,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0.0,0.0
104,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,Second lien senior secured loan ($10.0 par due 8/2020),9.25% (Libor + 8.25%/Q),9/28/2012,10.0,10.0
105,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,Second lien senior secured loan ($11.5 par due 8/2020),9.44% (Libor + 8.25%/Q),9/28/2012,11.5,11.5
106,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,Second lien senior secured loan ($26.5 par due 8/2020),9.25% (Libor + 8.25%/Q),9/28/2012,26.5,26.5
107,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,Senior subordinated loan ($23.3 par due 8/2021),14.00% PIK,8/8/2014,23.3,23.3
108,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",,12/15/2014,2.3,2.0
109,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-1 common stock (4,132 units)",,12/15/2014,0.5,0.4
110,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-1 common stock (4,132 units)",,12/15/2014,0.3,0.3
111,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
112,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
113,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
114,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.9 par due 4/2018),10.25% (Libor + 9.25%/M),12/19/2014,1.9,1.7
115,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",,12/19/2014,0.0,0.0
116,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.(24)",Provider of legal process outsourcing and managed services,First lien senior secured loan ($4.2 par due 9/2023),6.25% (Libor + 5.25%/Q),9/23/2016,4.1,4.1
117,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.(24)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",,8/19/2014,7.5,3.8
118,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.(24)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",,8/19/2014,0.0,3.8
119,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.)(24)",Wholesaler of cloud-based software applications and services,First lien senior secured revolving loan ($2.0 par due 11/2017),8.00% (Base Rate + 4.25%/M),11/3/2014,2.0,2.0
120,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.)(24)",Wholesaler of cloud-based software applications and services,First lien senior secured loan ($3.0 par due 12/2019),9.75% (Libor + 8.75%/M),12/3/2015,3.0,3.0
121,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.)(24)",Wholesaler of cloud-based software applications and services,First lien senior secured loan ($3.2 par due 5/2019),9.75% (Libor + 8.75%/M),11/3/2014,3.2,3.2
