,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Investment Funds and Vehicles,"AGILE Fund I, LLC (9)",Investment partnership,Member interest (0.50% interest),,4/1/2010,122,27
1,Investment Funds and Vehicles,"CIC Flex, LP (9)",Investment partnership,Limited partnership units (0.94 unit),,9/7/2007,1050,2120
2,Investment Funds and Vehicles,"Covestia Capital Partners, LP (9)",Investment partnership,Limited partnership interest (47.00% interest),,6/17/2008,1059,1170
3,Investment Funds and Vehicles,"Dynamic India Fund IV, LLC (9)",Investment company,Member interest (5.44% interest),,4/1/2010,4822,2962
4,Investment Funds and Vehicles,"HCI Equity, LLC (7)(8)(9)",Investment company,Member interest (100.00% interest),,4/1/2010,452,426
5,Investment Funds and Vehicles,"Imperial Capital Private Opportunities, LP (9)",Investment partnership,Limited partnership interest (80.00% interest),,5/10/2007,5971,10037
6,Investment Funds and Vehicles,"Partnership Capital Growth Fund I, L.P. (9)",Investment partnership,Limited partnership interest (25.00% interest),,6/16/2006,1596,4059
7,Investment Funds and Vehicles,"Partnership Capital Growth Fund III, L.P. (9)",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2379,2341
8,Investment Funds and Vehicles,"Piper Jaffray Merchant Banking Fund I, L.P. (9)",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,389,341
9,Investment Funds and Vehicles,Senior Secured Loan Fund LLC (7)(10),Co-investment vehicle,"Subordinated certificates ($1,250,904 par due 12/2022)",8.31% (Libor + 8.00%/Q)(22),10/30/2009,1244833,1269667
10,Investment Funds and Vehicles,VSC Investors LLC (9),Investment company,Membership interest (1.95% interest),,1/24/2008,661,1197
11,Investment Funds and Vehicles,VSC Investors LLC (9),,,,,1263332,1294347
12,Healthcare-Services,"California Forensic Medical Group, Incorporated",Correctional facility healthcare operator,"Senior secured loan ($54,047 par due 11/2018)",9.25% (Libor + 8.00%/Q),11/16/2012,54047,54047
13,Healthcare-Services,"CCS Group Holdings, LLC",Correctional facility healthcare operator,"Class A units (601,937 units)",,8/19/2010,602,1293
14,Healthcare-Services,"CT Technologies Intermediate Holdings, Inc. and CT Technologies Holdings LLC (6)",Healthcare analysis services,"Senior secured loan ($7,546 par due 3/2017)",7.75% (Libor + 6.50%/Q),3/15/2011,7546,7471
15,Healthcare-Services,"CT Technologies Intermediate Holdings, Inc. and CT Technologies Holdings LLC (6)",,"Senior secured loan ($7,154 par due 3/2017)",7.75% (Libor + 6.50%/Q),3/15/2011,7154,7082
16,Healthcare-Services,"CT Technologies Intermediate Holdings, Inc. and CT Technologies Holdings LLC (6)",,"Class A common stock (9,679 shares)",,6/15/2007,4000,4931
17,Healthcare-Services,"CT Technologies Intermediate Holdings, Inc. and CT Technologies Holdings LLC (6)",,"Class C common stock (1,546 shares)",,6/15/2007,0,1359
18,Healthcare-Services,"INC Research, Inc.",Pharmaceutical and biotechnology consulting services,"Common stock (1,410,000 shares)",,9/27/2010,1512,996
19,Healthcare-Services,Intermedix Corporation,Revenue cycle management provider to the emergency healthcare industry,"Junior secured loan ($112,000 par due 6/2019)",10.25% (Libor + 9.00%/Q),12/27/2012,112000,112000
20,Healthcare-Services,"JHP Group Holdings, Inc.",Manufacturer of specialty pharmaceutical products,"Series A preferred stock (1,000,000 shares)",6.00% PIK,2/19/2013,1000,1000
21,Healthcare-Services,"Magnacare Holdings, Inc., Magnacare Administrative Services, LLC, and Magnacare, LLC",Healthcare professional provider,"Senior secured loan ($69,971 par due 3/2018)",9.75% (Libor + 8.75%/Q),9/15/2010,69971,69971
22,Healthcare-Services,"Magnacare Holdings, Inc., Magnacare Administrative Services, LLC, and Magnacare, LLC",,"Senior secured loan ($57,900 par due 3/2018)",9.75% (Libor + 8.75%/Q),9/15/2010,57900,57900
23,Healthcare-Services,"Magnacare Holdings, Inc., Magnacare Administrative Services, LLC, and Magnacare, LLC",,"Senior secured loan ($4,825 par due 3/2018)",9.75% (Libor + 8.75%/Q),3/16/2012,4825,4825
24,Healthcare-Services,MW Dental Holding Corp.,Dental services,"Senior secured revolving loan ($3,500 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,3500,3500
25,Healthcare-Services,MW Dental Holding Corp.,,"Senior secured loan ($54,885 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,54885,54885
26,Healthcare-Services,MW Dental Holding Corp.,,"Senior secured loan ($49,129 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,49129,49129
27,Healthcare-Services,MW Dental Holding Corp.,,"Senior secured loan ($9,875 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,9875,9875
28,Healthcare-Services,Napa Management Services,Anesthesia management,Senior secured loan,6.50% (Libor +,4/15/2011,23674,23674
29,Healthcare-Services,Corporation,services provider,"($23,674 par due 4/2018)",5.25%/Q),,0,0
30,Healthcare-Services,Corporation,,"Senior secured loan ($33,518 par due 4/2018)",6.50% (Libor + 5.25%/Q),4/15/2011,33445,33518
31,Healthcare-Services,Corporation,,"Common units (5,000 units)",,4/15/2011,5000,6324
32,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"Senior secured loan ($39,844 par due 12/2017)",7.25% (Libor + 6.00%/Q),12/18/2012,39844,39844
33,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",,Senior secured loan ($18 par due 12/2017),8.25% (Base Rate + 5.00%/Q),12/18/2012,18,18
34,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",,Senior secured loan ($232 par due 12/2017),8.25% (Base Rate + 5.00%/Q),12/18/2012,232,232
35,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",,"Common stock (2,500,000 shares)",,6/21/2010,2500,3106
36,Healthcare-Services,OnCURE Medical Corp.,Radiation oncology care provider,"Common stock (857,143 shares)",,8/18/2006,3000,0
37,Healthcare-Services,"Passport Health Communications, Inc., Passport Holding Corp. and Prism Holding Corp.",Healthcare technology provider,"Series A preferred stock (1,594,457 shares)",,7/30/2008,11156,12388
38,Healthcare-Services,"Passport Health Communications, Inc., Passport Holding Corp. and Prism Holding Corp.",,"Common stock (16,106 shares)",,7/30/2008,100,0
39,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system","Junior secured loan ($45,000 par due 10/2018)",8.25% (Libor + 7.00%/Q),4/19/2012,45000,45000
40,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.",,Preferred stock (333 shares),,3/12/2008,125,14
41,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.",,"Common stock (16,667 shares)",,3/12/2008,167,703
42,Healthcare-Services,"RCHP, Inc.",Operator of general acute care hospitals,"Senior secured loan ($9,975 par due 11/2018)",7.00% (Libor + 5.75%/Q),11/4/2011,9950,9975
43,Healthcare-Services,"RCHP, Inc.",,"Junior secured loan ($65,000 par due 5/2019)",11.50% (Libor + 10.00%/S),11/4/2011,65000,65000
44,Healthcare-Services,"Reed Group, Ltd.",Medical disability management services provider,Equity interests,,4/1/2010,0,0
45,Healthcare-Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Senior secured loan ($5,600 par due 7/2015)",11.00%,6/28/2012,5574,5600
46,Healthcare-Services,"Respicardia, Inc.",,"Warrants to purchase up to 99,094 shares of Series C preferred stock",,6/26/2012,38,30
