,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Software & Services,"2U, Inc.",Provider of course design and learning management system to educational institutions,First lien senior secured loan ($45.6 par due 12/2024),6.50% (Libor + 5.75%/Q),6/28/2021,44.9,45.2
1,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (17)",Payment processing solution provider,First lien senior secured loan ($64.2 par due 3/2026),6.25% (Libor + 5.00%/Q),2/28/2020,64.2,64.2
2,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (17)",,First lien senior secured loan ($0.7 par due 3/2026),6.25% (Libor + 5.00%/Q),6/7/2021,0.7,0.7
3,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (17)",,Senior subordinated loan ($26.6 par due 2/2028),12.75% PIK,2/28/2020,26.6,26.6
4,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (17)",Provider of intellectual property management lifecycle software,First lien senior secured loan ($4.8 par due 4/2026),6.25% (Euribor + 6.25%/Q),4/10/2019,4.6,4.8
5,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (17)",,First lien senior secured loan ($16.0 par due 4/2026),7.00% (Libor + 6.00%/Q),6/24/2021,16.0,16.0
6,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (17)",,"Limited partnership units (4,400,000 units)",,6/13/2019,4.2,7.5
7,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(17)",Aircraft performance software provider,First lien senior secured loan ($13.5 par due 1/2025),6.75% (Libor + 5.25%/Q),1/3/2020,13.5,13.5
8,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(17)",,"Class A membership units (9,750,000 units)",,1/3/2020,9.8,12.0
9,Software & Services,"Appriss Health, LLC and Appriss Health Intermediate Holdings, Inc. (17)","Software platform for identification, prevention and management of substance use disorder",First lien senior secured loan ($25.7 par due 5/2027),8.25% (Libor + 7.25%/Q),5/6/2021,25.7,25.4
10,Software & Services,"Appriss Health, LLC and Appriss Health Intermediate Holdings, Inc. (17)",,"Series A preferred shares (32,236 shares)",11.00% PIK,5/6/2021,33.7,33.7
11,Software & Services,"Apptio, Inc. (17)",Provider of cloud-based technology business management solutions,First lien senior secured revolving loan ($1.7 par due 1/2025),8.25% (Libor + 7.25%/Q),1/10/2019,1.7,1.7
12,Software & Services,"Apptio, Inc. (17)",,First lien senior secured loan ($62.2 par due 1/2025),8.25% (Libor + 7.25%/Q),1/10/2019,62.2,62.2
13,Software & Services,"Avetta, LLC (17)",Supply chain risk management SaaS platform for global enterprise clients,First lien senior secured loan ($21.1 par due 4/2024),6.25% (Libor + 5.25%/Q),7/15/2021,21.1,21.1
14,Software & Services,"AxiomSL Group, Inc. and Calypso Group, Inc. (17)",Provider of real-time wire data analytics solutions for application and infrastructure monitoring,First lien senior secured loan ($21.4 par due 12/2027),7.00% (Libor + 6.00%/Q),7/21/2021,21.0,21.2
15,Software & Services,"Banyan Software Holdings, LLC (17)",Vertical software businesses holding company,First lien senior secured loan ($20.3 par due 10/2026),8.50% (Libor + 7.50%/Q),10/30/2020,20.3,20.3
16,Software & Services,Borrower R365 Holdings LLC (17),Provider of restaurant ERP systems,First lien senior secured revolving loan ($0.7 par due 6/2027),7.50% (Libor + 6.50%/Q),6/10/2021,0.7,0.7
17,Software & Services,Borrower R365 Holdings LLC (17),,First lien senior secured loan ($15.4 par due 6/2027),"7.50% (Libor + 3.50% Cash, 3.00% PIK/S)",6/10/2021,15.1,15.2
18,Software & Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0.0,0.0
19,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($1.1 par due 11/2025),6.75% (Base Rate + 3.50%/Q),11/12/2020,1.1,1.1
20,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",,Second lien senior secured loan ($48.1 par due 11/2028),8.50% (Libor + 7.75%/Q),11/12/2020,48.1,48.1
21,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",,"Series A-2 preferred shares (8,963 shares)",11.25% PIK (Libor + 11.00%/Q),12/23/2020,9.8,9.9
22,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (17)",,"Series A preferred shares (24,898 shares)",11.21% PIK (Libor + 11.00%/Q),11/12/2020,27.5,27.4
23,Software & Services,"Consilio Midco Limited and Consilio Investment Holdings, L.P. (17)",Provider of sales software for the interior design industry,First lien senior secured loan ($60.8 par due 5/2028),6.75% (Libor + 5.75%/Q),5/28/2021,60.8,60.1
24,Software & Services,"Consilio Midco Limited and Consilio Investment Holdings, L.P. (17)",,"Common units (4,799,000 units)",,5/28/2021,4.8,6.0
25,Software & Services,"CoreLogic, Inc. and T-VIII Celestial Co-Invest LP (17)","Provider of information, insight, analytics, software and other outsourced services primarily to the mortgage, real estate and insurance sectors",Second lien senior secured loan ($155.7 par due 6/2029),7.00% (Libor + 6.50%/M),6/3/2021,155.7,154.1
26,Software & Services,"CoreLogic, Inc. and T-VIII Celestial Co-Invest LP (17)",,"Limited partnership units (59,665,989 units)",,4/29/2021,59.7,75.0
27,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)","Provider of environmental, health and safety software to track compliance data",First lien senior secured loan ($6.4 par due 7/2026),6.00% (Libor + 5.00%/Q),7/2/2019,6.4,6.4
28,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,First lien senior secured loan ($4.4 par due 7/2026),6.00% (Libor + 5.00%/Q),10/15/2019,4.4,4.4
29,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,First lien senior secured loan ($1.1 par due 7/2026),8.00% (Libor + 7.00%/Q),9/3/2020,1.1,1.1
30,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,Preferred equity (198 shares),9.00% PIK,7/2/2019,0.2,0.2
31,Software & Services,"Cority Software Inc., IQS, Inc. and Cority Parent, Inc. (17)",,"Common equity (190,143 shares)",,7/2/2019,0.0,0.3
32,Software & Services,Datix Bidco Limited,Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($0.1 par due 4/2025),4.21% (Libor + 4.00%/Q),10/7/2019,0.0,0.1
33,Software & Services,"DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P.",Provider of internet security tools and solutions,"Series A preferred shares (129,822 shares)",10.50% PIK,5/25/2021,131.2,129.8
34,Software & Services,"DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P.",,"Series A units (817,194 units)",,5/27/2021,13.3,12.2
35,Software & Services,Denali Holdco LLC and Denali Topco LLC (17),Provider of cybersecurity audit and assessment services,First lien senior secured loan ($37.3 par due 9/2027),7.00% (Libor + 6.00%/Q),9/15/2021,37.3,36.9
36,Software & Services,Denali Holdco LLC and Denali Topco LLC (17),,"Class A units (2,549,000)",,9/15/2021,2.5,2.5
37,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",Provider of secure SaaS solutions for board and leadership team documents,First lien senior secured revolving loan,,8/4/2020,0.0,0.0
38,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,First lien senior secured loan ($33.1 par due 8/2025),7.25% (Libor + 6.25%/Q),8/4/2020,32.5,33.1
39,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,First lien senior secured loan ($9.0 par due 8/2025),6.75% (Libor + 5.75%/Q),3/4/2021,8.9,9.0
40,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (17)",,First lien senior secured loan ($11.5 par due 8/2025),6.75% (Libor + 5.75%/Q),4/6/2021,11.4,11.5
