,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($0.8 par due 1/2022),9.91% (Libor + 7.50%/Q),1/15/2019,0.8,0.8
1,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($24.4 par due 1/2022),,1/5/2016,24.2,6.3
2,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A preferred units (4,000,000 units)",,1/5/2016,4.0,0.0
3,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A common units (4,000,000 units)",,1/5/2016,0.0,0.0
4,Healthcare Services,"Acessa Health Inc. (fka HALT Medical, Inc.)",Medical supply provider,"Common stock (569,823 shares)",,6/22/2017,0.1,0.0
5,Healthcare Services,"ADCS Billings Intermediate Holdings, LLC (19)",Dermatology practice,First lien senior secured revolving loan ($0.6 par due 5/2022),8.21% (Libor + 5.75%/B),5/18/2016,0.6,0.6
6,Healthcare Services,"ADCS Billings Intermediate Holdings, LLC (19)",Dermatology practice,First lien senior secured revolving loan ($1.3 par due 5/2022),8.08% (Libor + 5.75%/Q),5/18/2016,1.3,1.2
7,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,First lien senior secured revolving loan ($2.7 par due 9/2022),7.15% (Libor + 4.75%/M),9/28/2016,2.7,2.6
8,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,First lien senior secured revolving loan ($2.4 par due 9/2022),9.25% (Base Rate + 3.75%/Q),9/28/2016,2.4,2.3
9,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,Second lien senior secured loan ($89.0 par due 3/2024),12.20% (Libor + 10.00%/S),9/28/2016,89.0,74.8
10,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,"Membership units (3,000,000 units)",,9/28/2016,3.0,0.2
11,Healthcare Services,"Air Medical Group Holdings, Inc. and Air Medical Buyer Corp.",Emergency air medical services provider,Senior subordinated loan ($182.7 par due 3/2026),10.287% (Libor + 7.88%/M),3/14/2018,182.7,182.7
12,Healthcare Services,"Air Medical Group Holdings, Inc. and Air Medical Buyer Corp.",Emergency air medical services provider,"Warrant to purchase up to 115,733 units of common stock (expires 3/2028)",,3/14/2018,0.9,1.5
13,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (19)",Outsourced drug development services provider,First lien senior secured loan ($30.0 par due 7/2025),6.65% (Libor + 4.25%/M),7/12/2018,29.8,28.8
14,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (19)",Outsourced drug development services provider,Second lien senior secured loan ($77.5 par due 7/2026),10.40% (Libor + 8.00%/M),7/12/2018,76.8,70.5
15,Healthcare Services,"Alcami Corporation and ACM Holdings I, LLC (19)",Outsourced drug development services provider,"Common units (3,269,900 units)",,7/12/2018,32.7,18.6
16,Healthcare Services,"Alteon Health, LLC",Provider of physician management services,First lien senior secured loan ($3.0 par due 9/2022),8.90% (Libor + 6.50%/M),5/15/2017,3.0,2.7
17,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,First lien senior secured loan ($16.1 par due 2/2026),7.05% (Libor + 4.50%/Q),2/11/2019,15.8,16.1
18,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,Second lien senior secured loan ($210.3 par due 2/2027),11.04% (Libor + 8.50%/Q),2/11/2019,210.3,206.1
19,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,"Senior preferred stock (121,810 shares)",13.54% PIK (Libor + 11.13%/Q),2/11/2019,124.1,124.1
20,Healthcare Services,"athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,Class A interests (0.39% interest),,2/11/2019,9.0,9.0
21,Healthcare Services,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($0.1 par due 10/2022),7.89% (Libor + 5.50%/M),10/17/2017,0.1,0.1
22,Healthcare Services,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($0.8 par due 10/2022),7.91% (Libor + 5.50%/M),10/17/2017,0.8,0.8
23,Healthcare Services,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($1.1 par due 10/2022),7.97% (Libor + 5.50%/M),10/17/2017,1.1,1.1
24,Healthcare Services,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($1.1 par due 10/2022),10.00% (Base Rate + 4.50%/M),10/17/2017,1.1,1.1
25,Healthcare Services,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured loan ($30.7 par due 10/2023),7.90% (Libor + 5.50%/M),10/17/2017,30.7,30.7
26,Healthcare Services,"Care Hospice, Inc (19)",Provider of hospice services,First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
27,Healthcare Services,"CCS-CMGC Holdings, Inc. (19)",Correctional facility healthcare operator,First lien senior secured revolving loan,0,10/1/2018,0.0,0.0
28,Healthcare Services,"CCS-CMGC Holdings, Inc. (19)",Correctional facility healthcare operator,First lien senior secured loan ($34.8 par due 10/2025),7.90% (Libor + 5.50%/M),9/25/2018,34.5,34.5
29,Healthcare Services,"Center for Autism and Related Disorders, LLC (19)",Autism treatment and services provider specializing in applied behavior analysis therapy,First lien senior secured revolving loan,0,11/21/2018,0.0,0.0
30,Healthcare Services,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured revolving loan ($0.1 par due 2/2024),7.10% (Libor + 4.50%/Q),2/14/2018,0.1,0.1
31,Healthcare Services,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured revolving loan ($0.2 par due 2/2024),6.83% (Libor + 4.50%/Q),2/14/2018,0.2,0.2
32,Healthcare Services,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured loan ($2.4 par due 2/2024),7.12% (Libor + 4.50%/Q),2/14/2018,2.4,2.4
