,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Software & Services,"2U, Inc.",Provider of course design and learning management system to educational institutions,First lien senior secured loan ($54.9 par due 12/2024),6.50% (LIBOR + 5.75%/Q),6/28/2021,54.1,54.9
1,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (16)",Payment processing solution provider,First lien senior secured loan ($63.8 par due 03/2026),6.25% (LIBOR + 5.00%/Q),2/28/2020,63.8,63.8
2,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (16)",,Senior subordinated loan ($28.4 par due 02/2028),12.75% PIK,2/28/2020,28.4,28.4
3,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (16)",Provider of intellectual property management lifecycle software,First lien senior secured loan ($4.5 par due 04/2026),5.50% (Euribor + 5.50%/S),4/10/2019,4.6,4.5
4,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (16)",,First lien senior secured loan ($11.2 par due 04/2026),6.25% (LIBOR + 5.25%/S),6/24/2021,11.2,11.2
5,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (16)",,"Limited partnership units (4,400,000 units)",,6/13/2019,4.2,8.6
6,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(16)",Aircraft performance software provider,First lien senior secured loan ($13.4 par due 01/2025),6.75% (LIBOR + 5.25%/Q),1/3/2020,13.4,13.4
7,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(16)",,"Class A membership Units (9,750,000 units)",,1/3/2020,9.8,11.1
8,Software & Services,"Appriss Health, LLC and Appriss Health Intermediate Holdings, Inc. (16)","Software platform for identification, prevention and management of substance use disorder",First lien senior secured loan ($5.7 par due 05/2027),8.25% (LIBOR + 7.25%/Q),5/6/2021,5.7,5.7
9,Software & Services,"Appriss Health, LLC and Appriss Health Intermediate Holdings, Inc. (16)",,"Series A preferred shares (32,236 shares)",11.00% PIK,5/6/2021,35.6,35.6
10,Software & Services,"Apptio, Inc. (16)",Provider of cloud-based technology business management solutions,First lien senior secured revolving loan ($63.9 par due 01/2025),8.25% (LIBOR + 7.25%/Q),1/10/2019,63.9,63.9
11,Software & Services,"Avetta, LLC (16)",Supply chain risk management SaaS platform for global enterprise clients,First lien senior secured loan ($0.2 par due 04/2024),7.25% (LIBOR + 6.25%/Q),7/15/2021,0.2,0.2
12,Software & Services,"AxiomSL Group, Inc. and Calypso Group, Inc. (16)",Provider of risk data management and regulatory reporting software,First lien senior secured loan ($21.3 par due 12/2027),7.01% (LIBOR + 6.00%/Q),7/21/2021,21.0,21.1
13,Software & Services,"Banyan Software Holdings, LLC and Banyan Software, LP (16)",Vertical software businesses holding company,First lien senior secured revolving loan ($0.2 par due 10/2025),7.75% (LIBOR + 6.75%/Q),10/30/2020,0.2,0.2
14,Software & Services,"Banyan Software Holdings, LLC and Banyan Software, LP (16)",,First lien senior secured loan ($6.7 par due 10/2026),7.75% (LIBOR + 6.75%/Q),12/16/2021,6.7,6.7
15,Software & Services,"Banyan Software Holdings, LLC and Banyan Software, LP (16)",,First lien senior secured loan ($11.2 par due 10/2026),7.76% (LIBOR + 6.75%/Q),10/30/2020,11.2,11.2
16,Software & Services,"Banyan Software Holdings, LLC and Banyan Software, LP (16)",,"Preferred units (120,999 units)",,1/7/2022,4.1,4.1
17,Software & Services,Borrower R365 Holdings LLC (16),Provider of restaurant enterprise resource planning systems,First lien senior secured loan ($15.6 par due 06/2027),"7.51% (LIBOR + 3.50% Cash, 3.00% PIK/Q)",6/10/2021,15.4,15.6
18,Software & Services,Borrower R365 Holdings LLC (16),,First lien senior secured loan ($1.4 par due 06/2027),4.51% (LIBOR + 3.50%/Q),1/13/2022,1.3,1.4
