,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
0,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (16)",Payment processing solution provider,First lien senior secured loan ($64.5 par due 3/2026),6.25% (Libor + 5.00%/Q),2/28/2020,64.5,64.5
1,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (16)",,First lien senior secured loan ($6.5 par due 3/2026),6.25% (Libor + 5.00%/Q),1/29/2021,6.5,6.5
2,Software & Services,"AffiniPay Midco, LLC and AffiniPay Intermediate Holdings, LLC (16)",,Senior subordinated loan ($24.9 par due 2/2028),12.75% PIK,2/28/2020,24.9,24.9
3,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (16)",Provider of intellectual property management lifecycle software,First lien senior secured loan ($4.9 par due 4/2026),5.50% (Euribor + 5.50%/Q),4/10/2019,4.7,4.9
4,Software & Services,"Anaqua Parent Holdings, Inc. & Astorg VII Co-Invest Anaqua (16)",,"Limited partnership units (4,400,000 units)",,6/13/2019,5.0,8.7
5,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(16)",Aircraft performance software provider,First lien senior secured loan ($12.8 par due 1/2025),6.75% (Libor + 5.25%/Q),1/3/2020,12.8,12.8
6,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(16)",,First lien senior secured loan ($0.8 par due 1/2025),6.75% (Libor + 5.25%/Q),1/3/2020,0.8,0.8
7,Software & Services,"APG Intermediate Holdings Corporation and APG Holdings, LLC (4)(16)",,"Class A membership units (9,750,000 units)",,1/3/2020,9.8,13.5
8,Software & Services,"Apptio, Inc. (16)",Provider of cloud-based technology business management solutions,First lien senior secured revolving loan ($1.7 par due 1/2025),8.25% (Libor + 7.25%/Q),1/10/2019,1.7,1.7
9,Software & Services,"Apptio, Inc. (16)",,First lien senior secured loan ($62.2 par due 1/2025),8.25% (Libor + 7.25%/Q),1/10/2019,62.2,62.2
10,Software & Services,"Banyan Software Holdings, LLC (16)",Vertical software businesses holding company,First lien senior secured loan ($18.5 par due 10/2026),8.50% (Libor + 7.50%/Q),10/30/2020,18.5,18.3
11,Software & Services,"Blue Campaigns Intermediate Holding Corp. and Elevate Parent, Inc. (dba EveryAction) (16)",Provider of fundraising and organizing efforts and digital services to non-profits and political campaigns,First lien senior secured revolving loan,,8/20/2018,0.0,0.0
12,Software & Services,"Blue Campaigns Intermediate Holding Corp. and Elevate Parent, Inc. (dba EveryAction) (16)",,First lien senior secured loan ($46.9 par due 8/2023),8.50% (Libor + 6.75%/Q),8/20/2018,46.9,46.9
13,Software & Services,"Blue Campaigns Intermediate Holding Corp. and Elevate Parent, Inc. (dba EveryAction) (16)",,"Series A preferred stock (150,000 shares)",,9/26/2018,1.5,2.4
14,Software & Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0.0,0.0
15,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (16)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($48.1 par due 11/2028),8.50% (Libor + 7.75%/Q),11/12/2020,48.1,47.2
16,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (16)",,"Series A-2 preferred shares (8,963 shares)",11.25% PIK (Libor + 11.00%/Q),12/23/2020,9.2,9.3
17,Software & Services,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (16)",,"Series A preferred shares (24,898 shares)",11.21% PIK (Libor + 11.00%/Q),11/12/2020,26.0,25.8
18,Software & Services,"Clearwater Analytics, LLC (16)","Provider of integrated cloud-based investment portfolio management, accounting, reporting and analytics software",First lien senior secured loan ($45.8 par due 10/2025),7.25% (Libor + 6.25%/Q),10/19/2020,45.8,45.8
19,Software & Services,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)","Provider of environmental, health and safety software to track compliance data",First lien senior secured loan ($6.4 par due 7/2026),6.25% (Libor + 5.25%/Q),7/2/2019,6.4,6.4
20,Software & Services,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)",,First lien senior secured loan ($4.4 par due 7/2026),6.25% (Libor + 5.25%/Q),10/15/2019,4.4,4.4
21,Software & Services,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)",,First lien senior secured loan ($1.1 par due 7/2026),8.25% (Libor + 7.25%/Q),9/3/2020,1.1,1.1
22,Software & Services,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)",,Preferred equity (198 shares),9.00% PIK,7/2/2019,0.2,0.2
23,Software & Services,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)",,"Common equity (190,143 shares)",,7/2/2019,0.0,0.2
24,Software & Services,Datix Bidco Limited,Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($0.1 par due 4/2025),4.74% (Libor + 4.50%/Q),10/7/2019,0.1,0.1
25,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (16)",Provider of secure SaaS solutions for board and leadership team documents,First lien senior secured revolving loan,,8/4/2020,0.0,0.0
26,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (16)",,First lien senior secured loan ($33.3 par due 8/2025),7.25% (Libor + 6.25%/Q),8/4/2020,32.6,33.3
27,Software & Services,"Diligent Corporation and Diligent Preferred Issuer, Inc. (16)",,First lien senior secured loan ($9.0 par due 8/2025),6.75% (Libor + 5.75%/Q),3/4/2021,9.0,9.0
28,Software & Services,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",SaaS based business analytics company focused on oil and gas industry,Second lien senior secured loan ($25.0 par due 7/2026),8.36% (Libor + 8.25%/Q),2/11/2020,25.0,25.0
29,Software & Services,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",,Preferred stock (29.53 shares),13.50% PIK,2/11/2020,33.4,34.4
30,Software & Services,"DS Admiral Bidco, LLC (16)",Tax return software provider for government institutions,First lien senior secured revolving loan ($0.8 par due 3/2026),6.75% (Libor + 5.75%/Q),3/16/2021,0.7,0.7
31,Software & Services,"DS Admiral Bidco, LLC (16)",,First lien senior secured loan ($25.8 par due 3/2028),6.75% (Libor + 5.75%/Q),3/16/2021,25.0,25.6
32,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (16)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured revolving loan ($3.0 par due 9/2025),7.00% (Libor + 6.00%/Q),9/18/2019,3.0,3.0
33,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (16)",,First lien senior secured loan ($14.9 par due 9/2025),7.00% (Libor + 6.00%/Q),12/15/2020,14.9,14.9
34,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (16)",,First lien senior secured loan ($50.9 par due 9/2025),7.00% (Libor + 6.00%/Q),9/18/2019,50.9,50.9
35,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (16)",,First lien senior secured loan ($11.5 par due 9/2025),7.00% (Libor + 6.00%/Q),9/18/2019,11.5,11.5
36,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (16)",,First lien senior secured loan ($5.7 par due 9/2025),7.00% (Libor + 6.00%/Q),12/15/2020,5.7,5.7
37,Software & Services,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (16)",,"Preferred equity (4,599 shares)",,9/18/2019,4.6,5.9
38,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($29.1 par due 5/2026),6.45% (Libor + 6.25%/Q),5/10/2019,29.1,27.4
39,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",,First lien senior secured loan ($20.5 par due 5/2026),6.50% (Libor + 6.25%/Q),5/10/2019,20.5,19.3
40,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",,First lien senior secured loan ($10.7 par due 5/2026),6.45% (Libor + 6.25%/Q),5/10/2019,10.7,10.0
41,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",,First lien senior secured loan ($4.1 par due 5/2026),6.45% (Libor + 6.25%/Q),5/10/2019,4.1,3.8
42,Software & Services,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",,"Partnership units (5,034,483 units)",,5/10/2019,5.0,5.8
43,Software & Services,Episerver Inc. and Goldcup 17308 AB (16),Provider of web content management and digital commerce solutions,First lien senior secured loan ($6.3 par due 10/2024),6.00% (Euribor + 6.00%/Q),3/22/2019,6.0,6.3
44,Software & Services,Episerver Inc. and Goldcup 17308 AB (16),,First lien senior secured loan ($27.1 par due 10/2024),6.75% (Libor + 5.75%/Q),10/9/2018,27.1,27.1
45,Software & Services,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (16)","Provider of mission-critical, software-enabled clinical research solutions",Second lien senior secured loan ($19.9 par due 2/2028),8.50% (Libor + 8.00%/M),2/4/2020,19.5,19.9
46,Software & Services,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (16)",,"Limited partnership interest (3,300,000 shares)",,1/31/2020,3.7,3.9
47,Software & Services,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",,3/20/2014,0.0,0.0
