,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,"APOLLO INVESTMENT CORPORATION  STATEMENTS OF ASSETS AND LIABILITIES  (In thousands, except share and per share data)",,,,,,,,,,,,,,,,,,,,
1,,"December 31, 2017",,"March 31, 2017",,,,,,,,,,,,,,,,,
2,,(Unaudited),,,,,,,,,,,,,,,,,,,
3,Assets,,,,,,,,,,,,,,,,,,,,
4,Investments at fair value:,,,,,,,,,,,,,,,,,,,,
5,"Non-controlled/non-affiliated investments (cost 0 $  1,494,104  and $1,510,980, respectively)",,1474318,,,,1402409,,,,,,,,,,,,,,
6,"Non-controlled/affiliated investments (cost 0 $223,077 and $417,471, respectively)",195484,,,239050,,,,,,,,,,,,,,,,
7,"Controlled investments (cost 0 $685,279 and $676,972, respectively)",682760,,,675249,,,,,,,,,,,,,,,,
8,Cash and cash equivalents,12222,,,9783,,,,,,,,,,,,,,,,
9,"Foreign currencies (cost 0 $1,844 and $1,494, respectively)",1876,,,1497,,,,,,,,,,,,,,,,
10,Cash collateral on option contracts,5547,,,0,,,,,,,,,,,,,,,,
11,Receivable for investments sold,1604,,,40226,,,,,,,,,,,,,,,,
12,Interest receivable,23194,,,17072,,,,,,,,,,,,,,,,
13,Dividends receivable,2550,,,6489,,,,,,,,,,,,,,,,
14,Deferred financing costs,14806,,,17632,,,,,,,,,,,,,,,,
15,Prepaid expenses and other assets,1211,,,713,,,,,,,,,,,,,,,,
16,Total Assets,,2415572,,,,2410120,,,,,,,,,,,,,,
17,Liabilities,,,,,,,,,,,,,,,,,,,,
18,Debt,,875165,,,,848449,,,,,,,,,,,,,,
19,Payable for investments purchased,30773,,,13970,,,,,,,,,,,,,,,,
20,Distributions payable,32738,,,32954,,,,,,,,,,,,,,,,
21,Management and performance-based incentive fees payable,18576,,,16306,,,,,,,,,,,,,,,,
22,Interest payable,9674,,,7319,,,,,,,,,,,,,,,,
23,Accrued administrative services expense,2393,,,2250,,,,,,,,,,,,,,,,
24,Variation margin payable on option contracts,916,,,0,,,,,,,,,,,,,,,,
25,Other liabilities and accrued expenses,4287,,,7075,,,,,,,,,,,,,,,,
26,Total Liabilities,,974522,,,,928323,,,,,,,,,,,,,,
27,Commitments and contingencies (Note 10),,,,,,,,,,,,,,,,,,,,
28,Net Assets,,1441050,,,,1481797,,,,,,,,,,,,,,
29,Net Assets,,,,,,,,,,,,,,,,,,,,
30,"Common stock, $0.001 par value (400,000,000 shares authorized; 218,255,954 and 219,694,654 shares issued and outstanding, respectively)",,218,,,,220,,,,,,,,,,,,,,
31,Paid-in capital in excess of par,2916176,,,2924775,,,,,,,,,,,,,,,,
32,Accumulated underdistributed net investment income,91031,,,88134,,,,,,,,,,,,,,,,
33,Accumulated net realized loss,"(1,515,575",,,"(1,277,625",,,,,,,,,,,,,,,,
34,Net unrealized loss,"(50,800",,,"(253,707",,,,,,,,,,,,,,,,
35,Net Assets,,1441050,,,,1481797,,,,,,,,,,,,,,
36,Net Asset Value Per Share,,6.60,,,,6.74,,,,,,,,,,,,,,
37,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
38,"Advertising, Printing & Publishing",,,,,,,,,,,,,,,,,,,,
39,A-L Parent LLC,,Second Lien Secured Debt,,"8.82 (1M L+725, 1.00 Floor)",,12/02/24,,,10048,,,,9960,,,,10148,,,
40,"American Media, Inc.",,First Lien Secured Debt,,"10.37 (3M L+900, 1.00 Floor)",,08/24/20,,14267,,,13962,,,14623,,,,,,
41,,,First Lien Secured Debt - Letter of Credit,,L+750,,08/24/20,,154,,,0,,,0,,,(23),,,
42,,,First Lien Secured Debt - Revolver,,"10.48 (3M L+900, 1.00 Floor)",,08/24/20,,1185,,,1185,,,1215,,,(23),,,
43,,,First Lien Secured Debt - Revolver,,12.50 (P+800),,08/24/20,,356,,,356,,,364,,,(23),,,
44,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/24/20,,83,,,(35,,,0,,,(21)(23),,,
45,,,,,,,,,,,15468,,,16202,,,,,,,
46,"Simplifi Holdings, Inc.",,First Lien Secured Debt,,"8.07 (1M L+650, 1.00 Floor)",,09/28/22,,12170,,,11823,,,11804,,,(9),,,
47,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/28/22,,2400,,,(68,,,(72,,,(8)(9)(21)(23),,,
48,,,,,,,,,,,11755,,,11732,,,,,,,
49,"Total Advertising, Printing & Publishing",,,,37183,,,,38082,,,,,,,,,,,,
50,Aerospace & Defense,,,,,,,,,,,,,,,,,,,,
51,Erickson Inc,,First Lien Secured Debt - Letter of Credit,,7.50,,09/30/18,,,104,,,,0,,,,(2,,,(8)(9)(23)
52,,,First Lien Secured Debt - Letter of Credit,,7.50,,12/10/18,,37,,,0,,,(1,,,(8)(9)(23),,,
53,,,First Lien Secured Debt - Letter of Credit,,7.50,,04/01/18,,277,,,0,,,(4,,,(8)(9)(23),,,
54,,,First Lien Secured Debt - Letter of Credit,,7.50,,06/25/18,,3,,,0,,,0,,,(8)(9)(23),,,
55,,,First Lien Secured Debt - Letter of Credit,,7.50,,10/18/18,,708,,,0,,,(11,,,(8)(9)(23),,,
56,,,First Lien Secured Debt - Letter of Credit,,7.50,,11/28/18,,670,,,0,,,(10,,,(8)(9)(23),,,
57,,,First Lien Secured Debt - Letter of Credit,,7.50,,06/20/18,,43,,,0,,,0,,,(8)(9)(23),,,
58,,,First Lien Secured Debt - Letter of Credit,,7.50,,02/02/18,,200,,,0,,,(3,,,(8)(9)(23),,,
59,,,First Lien Secured Debt - Letter of Credit,,7.50,,03/31/20,,1288,,,0,,,(19,,,(8)(9)(23),,,
60,,,First Lien Secured Debt - Revolver,,"9.19 (3M L+750, 1.00 Floor)",,04/28/22,,21021,,,21021,,,20706,,,(9)(23),,,
61,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/28/22,,20649,,,(393,,,(310,,,(8)(9)(21)(23),,,
62,,,,,,,,,,,20628,,,20346,,,,,,,
63,ILC Dover LP,,Second Lien Secured Debt,,"10.19 (3M L+850, 1.00 Floor)",,06/28/24,,20000,,,19549,,,19550,,,,,,
64,PAE Holding Corporation,,Second Lien Secured Debt,,"11.12 (2M L+950, 1.00 Floor)",,10/20/23,,28097,,,27393,,,28272,,,(10),,,
65,Total Aerospace & Defense,,,,67570,,,,68168,,,,,,,,,,,,
66,Automotive,,,,,,,,,,,,,,,,,,,,
